samples,data,cell.type,condition,duration,Gene,quantile
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,CRISP2,NA
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,CTSB,0.19463371082185987
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,DRAM2,0.9454442930313425
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,DUSP11,0.30064376674028476
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,EEF2K,0.17438090315304733
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,EGLN2,0.11371646069263662
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,ENDOU,NA
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,ENO4,0.6039189887693247
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,ETHE1,0.178891969362342
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,FAM162B,0.29664959353413844
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,FAXC,0.29805930172454304
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,FRY,0.23537427752455242
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,FUT5,NA
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,GALE,0.0844885108782482
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,GAPDH,0.6673088670645176
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,GBE1,0.9717118556458813
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,GLUL,0.1001832620647526
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,HAO2,0.5139326159484987
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,HDAC3,0.11658286734645928
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,HIGD2B,0.40909731685541095
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,HPGDS,NA
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,KATNAL1,0.904421784690569
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,KDM1A,0.13443917109158404
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,KDM4A,0.10845355011512617
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,KMT5A,0.28748649029650863
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,LDHA,0.9410741976410882
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,LMF1,0.44546778816784927
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,LPGAT1,0.713735256801842
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,MARCO,NA
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,MCEE,0.8976081951036136
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,MDH1,0.15426906630327522
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,MDH2,0.09294676002067571
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,NADK2,0.9208683802452893
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,NDRG1,0.9441755556599783
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,NFE2L1,0.3295427846435788
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,NFYA,0.27169775856397727
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,NR5A2,0.48508058831821815
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,NT5C3A,0.9572858418307411
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,OSGIN1,0.02617358206851182
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,OVCH2,0.5139326159484987
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,P4HA3,0.42563789295615806
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,PCCA,0.608007142521498
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,PCCB,0.020910671491001363
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,PCK2,0.6051877261406888
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,PHGDH,0.021474554767163197
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,PHYH,0.33151637611014517
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,PNPO,0.03980076124242282
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,PSAT1,0.007847375593252198
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,PSPH,0.10821859875005874
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,RNF26,0.0722240496217283
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,SBK1,0.6516141158780132
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,SDHA,0.1458108171608477
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,SFTPD,0.6480898454020018
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,SLC25A10,0.005732813307645317
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,SLC26A10,0.7012358441802546
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,SLC7A6,0.1052582115502091
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,SQOR,0.8952116911799257
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,TDRD15,NA
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,TMLHE,0.72745641652178
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,TPI1,0.8122738593111226
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,TST,0.08542831633851793
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,UNKL,0.21935059442695362
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,WNT4,0.5562238616606362
GSE60217_HUVEC_1% O2_24h,GSE60217,HUVEC,1% O2,24h,ZACN,0.37296179690804004
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,ACSF3,0.8651826153994411
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,ACSS2,0.21335646140503037
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,ADAM11,0.5459188590151296
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,ALDOA,0.9655006263852751
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,ATXN1L,0.8553050014455045
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,BAZ2B,0.3345861038835887
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,BTBD17,NA
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,CBS,0.24048376216632938
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,CDO1,0.12980630239953744
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,CLUAP1,0.8726992387009733
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,COLQ,0.8734219909415053
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,CRISP2,NA
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,CTSB,0.7785487135010118
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,DRAM2,0.901175676977932
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,DUSP11,0.7895345475570974
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,EEF2K,0.8843596415148887
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,EGLN2,0.12378336706177122
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,ENDOU,0.5864893514503229
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,ENO4,0.650043365134432
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,ETHE1,0.7434229546111593
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,FAM162B,NA
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,FAXC,0.2320998361761588
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,FRY,0.624795220198516
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,FUT5,NA
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,GALE,0.7701166040281392
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,GAPDH,0.9615495808037005
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,GBE1,0.9874241110147441
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,GLUL,0.22304134142815843
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,HAO2,NA
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,HDAC3,0.933892261732678
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,HIGD2B,0.4028139153898044
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,HPGDS,NA
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,KATNAL1,0.8902380264045485
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,KDM1A,0.6160258263467283
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,KDM4A,0.07559988435964152
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,KMT5A,0.039558639298448495
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,LDHA,0.9709935434133179
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,LMF1,0.942420738170955
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,LPGAT1,0.2801869519128843
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,MARCO,NA
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,MCEE,0.6962995085284764
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,MDH1,0.6913366098101571
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,MDH2,0.15577719957598535
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,NADK2,0.09227136937457839
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,NDRG1,0.998891779897851
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,NFE2L1,0.9337958947672738
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,NFYA,0.015177797051170859
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,NR5A2,0.9497928110243808
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,NT5C3A,0.8355015900549292
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,OSGIN1,0.9541293244675725
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,OVCH2,NA
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,P4HA3,0.6724968680736244
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,PCCA,0.25113231184350004
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,PCCB,0.08605570010600366
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,PCK2,0.3304423243712056
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,PHGDH,0.7596126047990749
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,PHYH,0.2521923484629469
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,PNPO,0.11120747807651538
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,PSAT1,0.015515081430085767
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,PSPH,0.04529247374000193
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,RNF26,0.27286306254216053
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,SBK1,0.33819986508624844
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,SDHA,0.8688445600848029
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,SFTPD,0.5769972053580033
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,SLC25A10,0.8186373711091838
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,SLC26A10,0.5286691722077672
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,SLC7A6,0.05198997783559796
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,SQOR,0.6164112942083454
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,TDRD15,NA
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,TMLHE,0.8961164112942084
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,TPI1,0.9436735087212104
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,TST,0.031897465548809865
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,UNKL,0.913076997205358
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,WNT4,0.6585718415727089
GSE70544_proximal tubular epithelial cells (PTECs)_0.1% O2_12h,GSE70544,proximal tubular epithelial cells (PTECs),0.1% O2,12h,ZACN,0.3226366001734605
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,ACSF3,0.8102473825627722
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,ACSS2,0.9836931344389882
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,ADAM11,0.41128509218938203
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,ALDOA,0.9966181784489947
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,ATXN1L,0.8697767071249884
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,BAZ2B,0.9413045492448809
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,BTBD17,NA
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,CBS,0.2428425831557491
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,CDO1,NA
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,CLUAP1,0.190401185953859
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,COLQ,0.26832206059483
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,CRISP2,NA
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,CTSB,0.6880848698230334
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,DRAM2,0.9813768183081627
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,DUSP11,0.2803205781525063
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,EEF2K,0.15857500231631613
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,EGLN2,0.059251366626517185
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,ENDOU,0.6116464375057908
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,ENO4,0.6014546465301585
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,ETHE1,0.8992865746317057
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,FAM162B,NA
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,FAXC,0.06721949411655703
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,FRY,0.7477068470304827
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,FUT5,NA
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,GALE,0.005466506068748263
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,GAPDH,0.9963865468359122
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,GBE1,0.9989344945798203
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,GLUL,0.015426665431298064
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,HAO2,NA
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,HDAC3,0.9746131752061521
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,HIGD2B,0.525664782729547
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,HPGDS,NA
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,KATNAL1,0.7796720096358751
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,KDM1A,0.13666265171870656
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,KDM4A,0.8155749096636709
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,KMT5A,0.22570184378764013
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,LDHA,0.995923283609747
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,LMF1,0.975771333271565
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,LPGAT1,0.8538404521449088
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,MARCO,NA
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,MCEE,0.04095246919299546
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,MDH1,0.8991475956638562
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,MDH2,0.660011118317428
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,NADK2,0.11034930047252849
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,NDRG1,0.9994904104512183
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,NFE2L1,0.9882331140554063
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,NFYA,0.9254146205874177
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,NR5A2,0.6937830075048642
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,NT5C3A,0.8953025108866858
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,OSGIN1,0.7729546928564811
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,OVCH2,NA
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,P4HA3,NA
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,PCCA,0.803066802557213
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,PCCB,0.7036968405447975
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,PCK2,0.8308625961271194
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,PHGDH,0.827017511349949
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,PHYH,0.6028444362086538
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,PNPO,0.02246826646900769
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,PSAT1,0.07861576948021866
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,PSPH,0.06351338830723617
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,RNF26,0.07500231631613083
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,SBK1,0.7061521356434726
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,SDHA,0.17330677290836655
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,SFTPD,0.6362920411377745
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,SLC25A10,0.04827202816640415
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,SLC26A10,0.42231075697211157
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,SLC7A6,0.050634670619846195
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,SQOR,0.8812193088112665
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,TDRD15,NA
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,TMLHE,0.09598814046141017
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,TPI1,0.9930510516075234
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,TST,0.03872880570740295
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,UNKL,0.9589548781617715
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,WNT4,0.27110163995182063
GSE71401_MCF7_0.5% O2_24h,GSE71401,MCF7,0.5% O2,24h,ZACN,NA
GSE71560_iPSC-derived cardiomyocytes_DMOG_unknown,GSE71560,iPSC-derived cardiomyocytes,DMOG,unknown,ACSF3,0.8905672679852206
