Gene,pvalue
WBGene00001683,0.01
WBGene00013725,0.01
WBGene00018302,0.01
WBGene00006585,0.01
WBGene00015285,0.01
WBGene00008132,0.01
WBGene00000409,0.01
WBGene00009333,0.01
WBGene00017163,0.01
WBGene00008780,0.01
WBGene00013597,0.01
WBGene00195151,0.01
WBGene00021742,0.01
WBGene00012588,0.01
WBGene00011935,0.01
WBGene00001838,0.01
WBGene00011599,0.01
WBGene00005001,0.01
WBGene00016966,0.01
WBGene00001598,0.01
WBGene00016169,0.01
WBGene00016564,0.01
WBGene00000898,0.01
WBGene00011409,0.01
WBGene00044696,0.01
WBGene00020557,0.01
WBGene00013381,0.01
WBGene00006402,0.01
WBGene00012435,0.01
WBGene00019381,0.01
WBGene00002985,0.01
WBGene00008343,0.01
WBGene00004339,0.01
WBGene00015684,0.01
WBGene00019196,0.01
WBGene00008665,0.01
WBGene00010665,0.01
WBGene00001985,0.01
WBGene00007256,0.01
WBGene00022590,0.01
WBGene00012564,0.01
WBGene00003124,0.01
WBGene00008320,0.01
WBGene00020268,0.01
WBGene00015390,0.01
WBGene00077593,0.01
WBGene00003576,0.01
WBGene00004360,0.01
WBGene00010815,0.01
WBGene00001835,0.01
WBGene00021093,0.01
WBGene00044488,0.01
WBGene00000780,0.01
WBGene00010011,0.01
WBGene00000145,0.01
WBGene00010006,0.01
WBGene00000225,0.01
WBGene00018731,0.01
WBGene00010209,0.01
WBGene00016150,0.01
WBGene00013577,0.01
WBGene00000976,0.01
WBGene00011038,0.01
WBGene00007553,0.01
WBGene00022466,0.01
WBGene00011050,0.01
WBGene00019116,0.01
WBGene00001050,0.01
WBGene00013118,0.01
WBGene00018613,0.01
WBGene00007711,0.01
WBGene00011242,0.01
WBGene00011936,0.01
WBGene00010619,0.01
WBGene00000547,0.01
WBGene00003373,0.01
WBGene00019875,0.01
WBGene00000423,0.01
WBGene00019842,0.01
WBGene00018099,0.01
WBGene00001051,0.01
WBGene00011299,0.01
WBGene00019143,0.01
WBGene00004945,0.01
WBGene00021877,0.01
WBGene00017007,0.01
WBGene00020319,0.01
WBGene00018964,0.01
WBGene00009544,0.01
WBGene00000408,0.01
WBGene00022138,0.01
WBGene00011738,0.01
WBGene00020096,0.01
WBGene00020369,0.01
WBGene00009929,0.01
WBGene00021928,0.01
WBGene00006793,0.01
WBGene00021128,0.01
WBGene00018957,0.01
WBGene00021750,0.01
WBGene00004804,0.01
WBGene00013576,0.01
WBGene00013857,0.01
WBGene00018321,0.01
WBGene00000095,0.01
WBGene00007959,0.01
WBGene00017659,0.01
WBGene00018343,0.01
WBGene00020962,0.01
WBGene00015941,0.01
WBGene00012385,0.01
WBGene00022043,0.01
WBGene00004987,0.01
WBGene00007194,0.01
WBGene00012920,0.01
WBGene00022014,0.01
WBGene00077500,0.01
WBGene00018909,0.01
WBGene00009396,0.01
WBGene00086546,0.01
WBGene00018014,0.01
WBGene00006709,0.01
WBGene00022202,0.01
WBGene00000520,0.01
WBGene00006353,0.01
WBGene00017717,0.01
WBGene00006707,0.01
WBGene00006732,0.01
WBGene00010936,0.01
WBGene00015466,0.01
WBGene00015204,0.01
WBGene00002129,0.01
WBGene00020026,0.01
WBGene00010889,0.01
WBGene00019435,0.01
WBGene00018340,0.01
WBGene00001022,0.01
WBGene00004781,0.01
WBGene00011490,0.01
WBGene00019774,0.01
WBGene00016992,0.01
WBGene00003510,0.01
WBGene00008238,0.01
WBGene00045419,0.01
WBGene00194706,0.01
WBGene00004890,0.01
WBGene00008035,0.01
WBGene00016045,0.01
WBGene00004340,0.01
WBGene00022775,0.01
WBGene00000519,0.01
WBGene00011664,0.01
WBGene00022074,0.01
WBGene00016653,0.01
WBGene00010194,0.01
WBGene00000090,0.01
WBGene00000240,0.01
WBGene00000147,0.01
WBGene00017646,0.01
WBGene00007216,0.01
WBGene00018564,0.01
WBGene00020139,0.01
WBGene00016104,0.01
WBGene00018072,0.01
WBGene00019227,0.01
WBGene00007533,0.01
WBGene00009245,0.01
WBGene00019780,0.01
WBGene00021345,0.01
WBGene00001036,0.01
WBGene00010037,0.01
WBGene00013255,0.01
WBGene00012150,0.01
WBGene00010083,0.01
WBGene00022233,0.01
WBGene00017075,0.01
WBGene00007779,0.01
WBGene00003224,0.01
WBGene00195239,0.01
WBGene00008372,0.01
WBGene00018467,0.01
WBGene00014109,0.01
WBGene00014253,0.01
WBGene00012356,0.01
WBGene00020135,0.01
WBGene00007797,0.01
WBGene00016495,0.01
WBGene00009667,0.01
WBGene00016816,0.01
WBGene00002179,0.01
WBGene00013358,0.01
WBGene00015238,0.01
WBGene00016567,0.01
WBGene00001793,0.01
WBGene00010788,0.01
WBGene00020567,0.01
WBGene00011502,0.01
WBGene00019716,0.01
WBGene00011279,0.01
WBGene00020425,0.01
WBGene00021202,0.01
WBGene00022306,0.01
WBGene00004319,0.01
WBGene00015697,0.01
WBGene00008183,0.01
WBGene00008667,0.01
WBGene00006603,0.01
WBGene00000099,0.01
WBGene00015134,0.01
WBGene00043985,0.01
WBGene00016934,0.01
WBGene00019678,0.01
WBGene00003169,0.01
WBGene00023408,0.01
WBGene00016654,0.01
WBGene00016622,0.01
WBGene00008254,0.01
WBGene00019250,0.01
WBGene00010418,0.01
WBGene00001404,0.01
WBGene00019733,0.01
WBGene00011040,0.01
WBGene00011271,0.01
WBGene00008133,0.01
WBGene00009353,0.01
WBGene00003408,0.01
WBGene00013734,0.01
WBGene00000777,0.01
WBGene00007215,0.01
WBGene00045069,1
WBGene00044514,1
WBGene00009485,1
WBGene00010707,1
WBGene00013973,1
WBGene00196985,1
WBGene00219706,1
WBGene00009154,1
WBGene00011753,1
WBGene00000551,1
WBGene00022263,1
WBGene00020611,1
WBGene00023375,1
WBGene00015045,1
WBGene00044168,1
WBGene00008187,1
WBGene00005698,1
WBGene00021542,1
WBGene00007872,1
WBGene00005748,1
WBGene00002102,1
WBGene00172214,1
WBGene00044900,1
WBGene00175028,1
WBGene00044449,1
WBGene00001891,1
WBGene00021136,1
WBGene00020946,1
WBGene00020609,1
WBGene00195003,1
WBGene00015856,1
WBGene00017593,1
WBGene00004236,1
WBGene00010165,1
WBGene00197482,1
WBGene00009596,1
WBGene00008295,1
WBGene00235308,1
WBGene00005091,1
WBGene00220217,1
WBGene00020610,1
WBGene00019684,1
WBGene00015623,1
WBGene00086565,1
WBGene00195144,1
WBGene00021197,1
WBGene00235296,1
WBGene00010885,1
WBGene00044281,1
WBGene00196712,1
WBGene00013066,1
WBGene00013928,1
WBGene00086555,1
WBGene00015342,1
WBGene00008477,1
WBGene00014236,1
WBGene00009535,1
WBGene00235165,1
WBGene00012312,1
WBGene00174590,1
WBGene00007163,1
WBGene00010314,1
WBGene00235317,1
WBGene00005053,1
WBGene00015847,1
WBGene00194698,1
WBGene00219807,1
WBGene00021623,1
WBGene00022011,1
WBGene00077581,1
WBGene00008519,1
WBGene00018490,1
WBGene00005903,1
WBGene00165824,1
WBGene00235302,1
WBGene00022638,1
WBGene00017095,1
WBGene00011791,1
WBGene00004878,1
WBGene00019948,1
WBGene00019818,1
WBGene00017942,1
WBGene00201688,1
WBGene00000716,1
WBGene00015108,1
WBGene00021142,1
WBGene00007164,1
WBGene00019700,1
WBGene00194658,1
WBGene00170879,1
WBGene00021619,1
WBGene00010071,1
WBGene00219579,1
WBGene00004814,1
WBGene00021303,1
WBGene00011160,1
WBGene00016369,1
WBGene00018167,1
WBGene00003734,1
WBGene00022265,1
WBGene00010495,1
WBGene00017960,1
WBGene00003536,1
WBGene00001882,1
WBGene00019383,1
WBGene00002194,1
WBGene00005584,1
WBGene00015564,1
WBGene00018437,1
WBGene00045398,1
WBGene00020856,1
WBGene00010528,1
WBGene00021169,1
WBGene00015338,1
WBGene00005630,1
WBGene00009859,1
WBGene00017227,1
WBGene00201755,1
WBGene00006271,1
WBGene00044765,1
WBGene00165953,1
WBGene00170521,1
WBGene00019233,1
WBGene00015848,1
WBGene00011462,1
WBGene00009910,1
WBGene00200015,1
WBGene00022005,1
WBGene00220237,1
WBGene00018170,1
WBGene00044525,1
WBGene00045408,1
WBGene00010570,1
WBGene00011229,1
WBGene00015254,1
WBGene00020354,1
WBGene00013427,1
WBGene00009964,1
WBGene00195069,1
WBGene00011961,1
WBGene00015114,1
WBGene00022415,1
WBGene00010531,1
WBGene00048793,1
WBGene00011675,1
WBGene00022216,1
WBGene00044208,1
WBGene00021491,1
WBGene00219996,1
WBGene00006953,1
WBGene00185116,1
WBGene00206370,1
WBGene00022421,1
WBGene00044238,1
WBGene00023347,1
WBGene00003349,1
WBGene00001880,1
WBGene00018169,1
WBGene00005114,1
WBGene00197194,1
WBGene00200577,1
WBGene00019689,1
WBGene00005371,1
WBGene00198652,1
WBGene00201109,1
WBGene00006534,1
WBGene00016307,1
WBGene00019421,1
WBGene00000597,1
WBGene00007946,1
WBGene00201992,1
WBGene00201444,1
WBGene00195730,1
WBGene00015881,1
WBGene00196428,1
WBGene00197565,1
WBGene00050974,1
WBGene00045381,1
WBGene00013351,1
WBGene00016340,1
WBGene00219411,1
WBGene00000613,1
WBGene00044242,1
WBGene00249816,1
WBGene00220233,1
WBGene00201338,1
WBGene00012039,1
WBGene00219217,1
WBGene00045364,1
WBGene00019210,1
WBGene00219757,1
WBGene00013615,1
WBGene00013389,1
WBGene00005194,1
WBGene00005557,1
WBGene00000558,1
WBGene00000693,1
WBGene00009171,1
WBGene00220133,1
WBGene00077535,1
WBGene00200593,1
WBGene00018162,1
WBGene00044284,1
WBGene00011341,1
WBGene00173628,1
WBGene00044546,1
WBGene00011161,1
WBGene00009255,1
WBGene00015044,1
WBGene00006197,1
WBGene00005468,1
WBGene00016497,1
WBGene00014041,1
WBGene00006155,1
WBGene00016560,1
WBGene00017598,1
WBGene00044428,1
WBGene00197930,1
WBGene00000560,1
WBGene00005676,1
WBGene00202054,1
WBGene00255522,1
WBGene00014839,1
WBGene00008627,1
WBGene00044376,1
WBGene00021135,1
WBGene00198403,1
WBGene00166939,1
WBGene00077704,1
WBGene00197543,1
WBGene00014740,1
WBGene00044548,1
WBGene00016779,1
WBGene00017564,1
WBGene00021338,1
WBGene00022322,1
WBGene00196052,1
WBGene00020055,1
WBGene00011521,1
WBGene00006087,1
WBGene00020059,1
WBGene00018245,1
WBGene00005689,1
WBGene00018820,1
WBGene00021283,1
WBGene00019178,1
WBGene00005841,1
WBGene00009525,1
WBGene00022156,1
WBGene00219229,1
WBGene00196483,1
WBGene00012046,1
WBGene00023320,1
WBGene00017573,1
WBGene00197025,1
WBGene00195975,1
WBGene00170860,1
WBGene00197065,1
WBGene00005518,1
WBGene00195240,1
WBGene00019685,1
WBGene00014983,1
WBGene00017810,1
WBGene00008620,1
WBGene00199053,1
WBGene00018243,1
WBGene00168915,1
WBGene00001892,1
WBGene00016000,1
WBGene00194783,1
WBGene00016319,1
WBGene00017455,1
WBGene00012939,1
WBGene00018289,1
WBGene00009108,1
WBGene00012614,1
WBGene00017526,1
WBGene00005057,1
WBGene00021621,1
WBGene00198966,1
WBGene00007747,1
WBGene00015962,1
WBGene00050968,1
WBGene00012540,1
WBGene00000675,1
WBGene00019107,1
WBGene00007473,1
WBGene00202294,1
WBGene00007843,1
WBGene00017230,1
WBGene00220251,1
WBGene00020805,1
WBGene00049064,1
WBGene00006315,1
WBGene00020641,1
WBGene00005167,1
WBGene00219741,1
WBGene00013706,1
WBGene00086560,1
WBGene00219642,1
WBGene00200971,1
WBGene00013931,1
WBGene00007655,1
WBGene00165222,1
WBGene00003937,1
WBGene00010706,1
WBGene00045088,1
WBGene00009710,1
WBGene00015655,1
WBGene00018096,1
WBGene00044031,1
WBGene00206502,1
WBGene00005356,1
WBGene00201065,1
WBGene00005315,1
WBGene00044374,1
WBGene00021976,1
WBGene00018039,1
WBGene00012069,1
WBGene00022214,1
WBGene00044184,1
WBGene00011744,1
WBGene00019856,1
WBGene00020080,1
WBGene00044719,1
WBGene00007523,1
WBGene00199797,1
WBGene00019072,1
WBGene00018379,1
WBGene00011420,1
WBGene00019964,1
WBGene00000556,1
WBGene00010946,1
WBGene00014047,1
WBGene00016136,1
WBGene00047727,1
WBGene00020870,1
WBGene00044084,1
WBGene00008084,1
WBGene00006928,1
WBGene00020945,1
WBGene00044230,1
WBGene00007181,1
WBGene00010216,1
WBGene00018380,1
WBGene00012921,1
WBGene00044796,1
WBGene00004622,1
WBGene00005203,1
WBGene00005962,1
WBGene00013637,1
WBGene00017535,1
WBGene00015707,1
WBGene00014043,1
WBGene00016685,1
WBGene00013086,1
WBGene00017465,1
WBGene00022875,1
WBGene00022922,1
WBGene00219665,1
WBGene00201783,1
WBGene00011208,1
WBGene00019706,1
WBGene00174824,1
WBGene00168130,1
WBGene00197563,1
WBGene00045209,1
WBGene00016578,1
WBGene00169578,1
WBGene00006027,1
WBGene00006214,1
WBGene00005965,1
WBGene00005428,1
WBGene00044375,1
WBGene00044754,1
WBGene00018449,1
WBGene00044806,1
WBGene00044398,1
WBGene00046174,1
WBGene00198128,1
WBGene00010261,1
WBGene00045193,1
WBGene00197587,1
WBGene00013585,1
WBGene00005115,1
WBGene00010099,1
WBGene00197097,1
WBGene00018019,1
WBGene00020233,1
WBGene00005247,1
WBGene00195847,1
WBGene00011818,1
WBGene00045163,1
WBGene00050910,1
WBGene00005661,1
WBGene00009631,1
WBGene00005472,1
WBGene00012091,1
WBGene00003574,1
WBGene00219308,1
WBGene00046538,1
WBGene00010886,1
WBGene00005469,1
WBGene00016847,1
WBGene00044228,1
WBGene00235329,1
WBGene00206519,1
WBGene00174306,1
WBGene00005214,1
WBGene00001877,1
WBGene00003764,1
WBGene00220143,1
WBGene00200266,1
WBGene00044783,1
WBGene00048978,1
WBGene00001878,1
WBGene00199912,1
WBGene00018480,1
WBGene00005410,1
WBGene00018738,1
WBGene00044662,1
WBGene00166213,1
WBGene00011565,1
WBGene00219209,1
WBGene00015846,1
WBGene00019291,1
WBGene00198372,1
WBGene00013470,1
WBGene00000596,1
WBGene00005694,1
WBGene00206462,1
WBGene00016430,1
WBGene00200502,1
WBGene00005284,1
WBGene00199134,1
WBGene00196781,1
WBGene00008029,1
WBGene00200298,1
WBGene00196101,1
WBGene00198419,1
WBGene00044245,1
WBGene00219234,1
WBGene00198932,1
WBGene00219612,1
WBGene00019954,1
WBGene00019857,1
WBGene00200047,1
WBGene00195792,1
WBGene00018834,1
WBGene00201253,1
WBGene00023506,1
WBGene00195439,1
WBGene00045345,1
WBGene00195965,1
WBGene00172759,1
WBGene00016041,1
WBGene00005302,1
WBGene00202066,1
WBGene00202163,1
WBGene00003863,1
WBGene00219578,1
WBGene00166687,1
WBGene00197045,1
WBGene00018048,1
WBGene00008674,1
WBGene00015252,1
WBGene00195580,1
WBGene00196542,1
WBGene00011929,1
WBGene00008057,1
WBGene00020769,1
WBGene00010600,1
WBGene00206494,1
WBGene00189961,1
WBGene00005177,1
WBGene00201201,1
WBGene00202346,1
WBGene00199878,1
WBGene00219759,1
WBGene00009438,1
WBGene00021865,1
WBGene00013930,1
WBGene00220190,1
WBGene00011665,1
WBGene00023324,1
WBGene00013130,1
WBGene00007530,1
WBGene00000638,1
WBGene00194666,1
WBGene00077785,1
WBGene00196745,1
WBGene00202269,1
WBGene00202185,1
WBGene00171071,1
WBGene00012255,1
WBGene00022033,1
WBGene00235267,1
WBGene00045102,1
WBGene00016693,1
WBGene00045242,1
WBGene00000928,1
WBGene00003096,1
WBGene00006547,1
WBGene00166506,1
WBGene00021172,1
WBGene00000702,1
WBGene00236800,1
WBGene00022444,1
WBGene00013927,1
WBGene00008631,1
WBGene00219716,1
WBGene00001626,1
WBGene00170615,1
WBGene00023484,1
WBGene00015118,1
WBGene00005544,1
WBGene00012959,1
WBGene00008796,1
WBGene00018801,1
WBGene00174219,1
WBGene00010120,1
WBGene00019927,1
WBGene00000557,1
WBGene00001876,1
WBGene00017182,1
WBGene00255575,1
WBGene00000684,1
WBGene00005388,1
WBGene00021581,1
WBGene00005245,1
WBGene00019021,1
WBGene00006016,1
WBGene00044140,1
WBGene00045171,1
WBGene00198423,1
WBGene00195077,1
WBGene00189979,1
WBGene00044240,1
WBGene00077434,1
WBGene00005874,1
WBGene00005323,1
WBGene00197711,1
WBGene00005753,1
WBGene00010098,1
WBGene00007204,1
WBGene00077766,1
WBGene00198709,1
WBGene00198475,1
WBGene00044265,1
WBGene00220159,1
WBGene00197153,1
WBGene00202511,1
WBGene00005597,1
WBGene00201176,1
WBGene00044359,1
WBGene00219639,1
WBGene00004176,1
WBGene00023248,1
WBGene00009210,1
WBGene00020176,1
WBGene00010862,1
WBGene00018810,1
WBGene00199461,1
WBGene00219751,1
WBGene00008126,1
WBGene00045498,1
WBGene00009760,1
WBGene00200485,1
WBGene00050938,1
WBGene00049393,1
WBGene00007858,1
WBGene00022521,1
WBGene00005551,1
WBGene00013946,1
WBGene00194744,1
WBGene00005571,1
WBGene00197286,1
WBGene00023397,1
WBGene00006925,1
WBGene00008202,1
WBGene00009281,1
WBGene00014009,1
WBGene00219492,1
WBGene00050958,1
WBGene00219891,1
WBGene00172554,1
WBGene00021761,1
WBGene00008707,1
WBGene00195458,1
WBGene00044471,1
WBGene00048222,1
WBGene00255543,1
WBGene00044631,1
WBGene00013891,1
WBGene00004838,1
WBGene00000697,1
WBGene00018247,1
WBGene00001881,1
WBGene00016476,1
WBGene00010285,1
WBGene00198368,1
WBGene00007407,1
WBGene00011515,1
WBGene00001879,1
WBGene00010101,1
WBGene00044277,1
WBGene00015535,1
WBGene00014061,1
WBGene00006956,1
WBGene00008294,1
WBGene00008676,1
WBGene00044922,1
WBGene00022892,1
WBGene00008807,1
WBGene00194667,1
WBGene00009724,1
WBGene00000402,1
WBGene00005202,1
WBGene00009024,1
WBGene00014686,1
WBGene00018619,1
WBGene00008906,1
WBGene00023386,1
WBGene00195757,1
WBGene00023181,1
WBGene00044202,1
WBGene00001071,1
WBGene00003770,1
WBGene00015394,1
WBGene00048067,1
WBGene00019243,1
WBGene00006241,1
WBGene00171177,1
WBGene00016066,1
WBGene00000624,1
WBGene00002108,1
WBGene00020544,1
WBGene00021931,1
WBGene00010108,1
WBGene00000272,1
WBGene00199166,1
WBGene00007229,1
WBGene00044385,1
WBGene00009487,1
WBGene00044490,1
WBGene00017183,1
WBGene00019565,1
WBGene00002282,1
WBGene00019520,1
WBGene00008277,1
WBGene00000902,1
WBGene00012648,1
WBGene00201281,1
WBGene00004224,1
WBGene00014874,1
WBGene00012404,1
WBGene00019886,1
WBGene00019981,1
WBGene00017090,1
WBGene00008727,1
WBGene00012257,1
WBGene00219416,1
WBGene00008244,1
WBGene00009020,1
WBGene00011056,1
WBGene00006927,1
WBGene00206463,1
WBGene00016829,1
WBGene00018050,1
WBGene00009849,1
WBGene00005530,1
WBGene00198855,1
WBGene00005142,1
WBGene00021299,1
WBGene00001069,1
WBGene00008982,1
WBGene00001719,1
WBGene00197426,1
WBGene00017094,1
WBGene00022443,1
WBGene00005692,1
WBGene00220261,1
WBGene00195348,1
WBGene00011278,1
WBGene00219412,1
WBGene00009497,1
WBGene00206509,1
WBGene00000754,1
WBGene00021707,1
WBGene00195535,1
WBGene00010603,1
WBGene00001906,1
WBGene00001065,1
WBGene00001724,1
WBGene00010228,1
WBGene00007989,1
WBGene00197007,1
WBGene00198286,1
WBGene00015054,1
WBGene00000013,1
WBGene00008640,1
WBGene00007151,1
WBGene00022189,1
WBGene00235268,1
WBGene00202218,1
WBGene00001072,1
WBGene00013663,1
WBGene00006185,1
WBGene00017199,1
WBGene00050973,1
WBGene00019814,1
WBGene00005808,1
WBGene00008699,1
WBGene00013230,1
WBGene00048170,1
WBGene00013468,1
WBGene00009094,1
WBGene00019339,1
WBGene00005368,1
WBGene00017590,1
WBGene00199624,1
WBGene00044558,1
WBGene00020753,1
WBGene00017221,1
WBGene00012455,1
WBGene00201300,1
WBGene00195235,1
WBGene00235320,1
WBGene00022553,1
WBGene00172849,1
WBGene00008836,1
WBGene00017656,1
WBGene00023479,1
WBGene00014770,1
WBGene00199473,1
WBGene00170345,1
WBGene00005887,1
WBGene00018021,1
WBGene00199669,1
WBGene00168772,1
WBGene00174161,1
WBGene00045298,1
WBGene00015121,1
WBGene00005594,1
WBGene00197173,1
WBGene00005826,1
WBGene00021390,1
WBGene00199495,1
WBGene00005248,1
WBGene00005842,1
WBGene00012038,1
WBGene00005677,1
WBGene00005391,1
WBGene00201850,1
WBGene00018236,1
WBGene00022840,1
WBGene00219981,1
WBGene00018754,1
WBGene00200905,1
WBGene00196681,1
WBGene00197137,1
WBGene00005970,1
WBGene00017491,1
WBGene00008024,1
WBGene00019705,1
WBGene00012620,1
WBGene00198697,1
WBGene00219813,1
WBGene00022023,1
WBGene00011548,1
WBGene00219243,1
WBGene00017307,1
WBGene00007889,1
WBGene00020014,1
WBGene00196391,1
WBGene00011595,1
WBGene00195426,1
WBGene00220102,1
WBGene00016921,1
WBGene00015646,1
WBGene00195518,1
WBGene00001070,1
WBGene00199563,1
WBGene00005480,1
WBGene00202422,1
WBGene00018746,1
WBGene00023463,1
WBGene00196220,1
WBGene00018049,1
WBGene00168299,1
WBGene00004998,1
WBGene00014825,1
WBGene00019550,1
WBGene00009546,1
WBGene00197985,1
WBGene00019923,1
WBGene00197413,1
WBGene00196579,1
WBGene00168706,1
WBGene00201941,1
WBGene00219655,1
WBGene00000631,1
WBGene00008753,1
WBGene00165057,1
WBGene00195009,1
WBGene00001064,1
WBGene00199829,1
WBGene00044276,1
WBGene00000623,1
WBGene00009997,1
WBGene00020639,1
WBGene00000015,1
WBGene00006153,1
WBGene00016670,1
WBGene00014729,1
WBGene00019817,1
WBGene00044427,1
WBGene00000399,1
WBGene00048443,1
WBGene00012791,1
WBGene00010004,1
WBGene00005089,1
WBGene00017170,1
WBGene00018822,1
WBGene00007537,1
WBGene00006110,1
WBGene00018142,1
WBGene00008633,1
WBGene00012635,1
WBGene00200685,1
WBGene00018034,1
WBGene00008855,1
WBGene00013630,1
WBGene00201558,1
WBGene00185095,1
WBGene00220158,1
WBGene00014834,1
WBGene00004677,1
WBGene00196859,1
WBGene00022616,1
WBGene00021519,1
WBGene00195536,1
WBGene00200504,1
WBGene00201986,1
WBGene00048949,1
WBGene00195181,1
WBGene00049561,1
WBGene00005572,1
WBGene00005308,1
WBGene00200267,1
WBGene00005731,1
WBGene00172230,1
WBGene00219414,1
WBGene00195383,1
WBGene00201594,1
WBGene00006235,1
WBGene00017577,1
WBGene00017096,1
WBGene00174770,1
WBGene00044786,1
WBGene00201591,1
WBGene00048460,1
WBGene00198207,1
WBGene00009037,1
WBGene00015695,1
WBGene00009866,1
WBGene00022556,1
WBGene00045236,1
WBGene00169071,1
WBGene00201111,1
WBGene00049580,1
WBGene00005367,1
WBGene00011816,1
WBGene00199653,1
WBGene00199131,1
WBGene00050434,1
WBGene00200525,1
WBGene00006283,1
WBGene00198642,1
WBGene00021188,1
WBGene00007727,1
WBGene00019982,1
WBGene00017723,1
WBGene00198557,1
WBGene00195766,1
WBGene00235181,1
WBGene00050841,1
WBGene00197915,1
WBGene00201928,1
WBGene00046835,1
WBGene00195389,1
WBGene00005746,1
WBGene00020228,1
WBGene00165090,1
WBGene00005920,1
WBGene00219848,1
WBGene00012280,1
WBGene00005894,1
WBGene00021137,1
WBGene00219793,1
WBGene00172334,1
WBGene00018053,1
WBGene00046842,1
WBGene00045780,1
WBGene00201882,1
WBGene00169712,1
WBGene00050060,1
WBGene00005239,1
WBGene00005238,1
WBGene00017540,1
WBGene00019793,1
WBGene00006202,1
WBGene00199833,1
WBGene00010823,1
WBGene00000028,1
WBGene00050898,1
WBGene00199783,1
WBGene00018651,1
WBGene00172453,1
WBGene00168408,1
WBGene00005277,1
WBGene00194940,1
WBGene00219850,1
WBGene00171712,1
WBGene00196591,1
WBGene00172007,1
WBGene00020871,1
WBGene00012816,1
WBGene00008635,1
WBGene00200320,1
WBGene00009570,1
WBGene00045968,1
WBGene00012612,1
WBGene00013105,1
WBGene00019552,1
WBGene00196374,1
WBGene00201541,1
WBGene00200669,1
WBGene00200117,1
WBGene00006095,1
WBGene00220043,1
WBGene00171454,1
WBGene00198085,1
WBGene00174479,1
WBGene00198422,1
WBGene00198316,1
WBGene00173438,1
WBGene00014691,1
WBGene00200556,1
WBGene00019034,1
WBGene00219263,1
WBGene00173939,1
WBGene00200122,1
WBGene00049662,1
WBGene00005770,1
WBGene00200757,1
WBGene00050500,1
WBGene00169212,1
WBGene00077719,1
WBGene00171571,1
WBGene00044995,1
WBGene00174634,1
WBGene00174384,1
WBGene00047413,1
WBGene00197297,1
WBGene00016831,1
WBGene00008324,1
WBGene00005688,1
WBGene00005972,1
WBGene00220135,1
WBGene00020123,1
WBGene00018233,1
WBGene00010800,1
WBGene00018378,1
WBGene00197179,1
WBGene00165089,1
WBGene00174025,1
WBGene00174687,1
WBGene00045882,1
WBGene00165092,1
WBGene00168457,1
WBGene00169968,1
WBGene00200734,1
WBGene00005522,1
WBGene00005682,1
WBGene00196860,1
WBGene00165122,1
WBGene00166567,1
WBGene00008009,1
WBGene00197080,1
WBGene00005056,1
WBGene00005244,1
WBGene00201978,1
WBGene00049160,1
WBGene00200699,1
WBGene00168871,1
WBGene00198556,1
WBGene00172287,1
WBGene00167531,1
WBGene00046527,1
WBGene00167306,1
WBGene00049177,1
WBGene00194714,1
WBGene00008672,1
WBGene00050033,1
WBGene00015253,1
WBGene00172565,1
WBGene00201547,1
WBGene00168595,1
WBGene00019041,1
