Gene,logFC,logCPM,LR,pvalue,padj
WBGene00022262,4.58651019393286,-3.51498608825873,10.4719534462655,0.00121200493076868,0.0101154374938392
WBGene00000708,4.49819444996592,2.77781185925953,18.5750311355568,1.63346110921803e-5,2.9990608896608e-4
WBGene00172819,4.49601289437489,-2.16643814974821,64.0353069053236,1.2220933071181401e-15,1.52067292192541e-13
WBGene00004820,4.48437461449325,-1.14785766322826,36.1005686204502,1.87392156026389e-9,1.03216504451155e-7
WBGene00013943,-4.48413622950569,-3.77701239132328,10.763439671791,0.00103524804301689,0.00890352346138468
WBGene00047252,4.46207480867962,-2.43885353290017,53.712575510471,2.3207303575662e-13,2.2608538625756197e-11
WBGene00013058,-4.38692199192044,0.0518278452988622,41.7405286717253,1.0422592414702e-10,7.278532330420061e-9
WBGene00199278,-4.3826009026543,-3.71595756877066,9.09663354131202,0.00256080394626018,0.0181470380608006
WBGene00010509,-4.298331254027,2.51522799574372,60.26660675087,8.284095222287941e-15,9.60919943687001e-13
WBGene00015198,-4.26397983588239,-1.44019423830223,45.9909528193581,1.18800351353872e-11,9.62177401867529e-10
WBGene00008838,4.26018172385272,-2.25424323482006,42.9067660789832,5.74117508113827e-11,4.12505689884934e-9
WBGene00010383,4.25330190963941,6.99880127914643,961.153303259289,4.992351067392679e-211,4.55552034899582e-207
WBGene00004171,-4.23706788786874,-2.13119877059224,20.6242352811986,5.58841875762974e-6,1.1953876248396e-4
WBGene00018062,-4.21584272907643,0.711073173182475,134.076740089169,5.25639860953042e-31,1.59882124373217e-28
WBGene00010999,4.20079956927466,-2.42882994025213,11.3414891511196,7.5794522177749e-4,0.00689556345834464
WBGene00171479,4.17480001921461,-1.9506165776239,63.3075748090162,1.76823031340405e-15,2.16095110845696e-13
WBGene00020616,-4.16781256320146,2.84492796822275,332.414545687604,2.8635304257791603e-74,3.73281644789069e-71
WBGene00012538,4.13817138874299,8.83927834019502,226.018445087217,4.40236116801183e-51,3.09011889677753e-48
WBGene00048610,4.13616802210937,-2.01075112026324,75.7784173287394,3.1735090638036797e-18,4.93606878531964e-16
WBGene00010413,-4.13385954709945,-2.54203869211891,19.6479075342939,9.31052133581831e-6,1.838928727042e-4
WBGene00010568,4.12703056811233,-0.566868128138133,58.8029309947323,1.74281460974625e-14,1.95530942384441e-12
WBGene00008290,-4.12440461733314,-1.16298899476747,30.2972694706221,3.70647315505684e-8,1.51214161877319e-6
WBGene00010519,4.11685441440487,-1.31370251958101,52.6113466406051,4.06533710301766e-13,3.8776516792720694e-11
WBGene00007282,4.11147094572308,2.75815060421572,29.4062902476743,5.86868467428803e-8,2.27235138555353e-6
WBGene00011244,-4.07972334695634,2.29233906411933,220.303690582915,7.76499417904955e-50,5.06111227741623e-47
WBGene00020620,-4.07940663932681,0.395973524451432,88.2660117379981,5.7218206805030804e-21,1.0802402836467e-18
WBGene00014046,4.07444507183392,1.50404656078734,202.354528235024,6.39787546777126e-46,3.5743232842905792e-43
WBGene00001435,4.05384892951838,-1.57993812251792,30.0224464562199,4.27073927967939e-8,1.71424468887424e-6
WBGene00004750,4.01453345446828,0.0335766031688197,26.7125469095057,2.3608354874312e-7,7.54998498462957e-6
WBGene00016864,4.00689945706967,-2.50696226857736,30.4671560710886,3.39567001995083e-8,1.39994678909871e-6
WBGene00021043,3.98768081686851,9.55773681726356,580.254384324064,3.30177125601083e-128,9.728999700372449e-125
WBGene00014983,-3.98561516154461,-3.39060573654536,7.96013793456949,0.00478187698033664,0.0297847286317896
WBGene00194843,3.95016467737829,-2.63571193028548,9.5591099300974,0.00198959554416437,0.0148852631925389
WBGene00020406,3.94967645142311,-3.62196541042252,10.1071746531061,0.0014769321175527,0.0118427113995328
WBGene00006216,3.94841264776889,-3.38974847391418,9.07377739021181,0.00259300880930585,0.0183136264589132
WBGene00044535,3.94650684082244,3.92677947280609,27.5266445852774,1.54945146688671e-7,5.21724894293035e-6
WBGene00014030,3.93539020221214,4.47219265611545,184.120146851594,6.10773179467611e-42,3.09628070146775e-39
WBGene00020587,-3.93011427874521,3.41438755889006,139.850573010824,2.87005416204862e-32,9.581430815375709e-30
WBGene00004821,3.92237871670366,-0.532129174456138,43.9638547697262,3.3449621047085595e-11,2.4882700439238304e-9
WBGene00015710,-3.92193145538578,1.5390431598718,157.968054962281,3.14500316243532e-36,1.22992087959524e-33
WBGene00016695,3.87630996863642,-1.19777127244189,37.4107195535874,9.56947158786075e-10,5.561874410142e-8
WBGene00018601,3.86486472976598,0.875199826530587,106.965235731985,4.530473135070659e-25,1.07844958323965e-22
WBGene00003473,3.86400055520832,4.8172865037256,200.993186104432,1.2679410947878199e-45,6.805860288199348e-43
WBGene00015911,3.86198244505711,-0.136753257339161,79.0527546388991,6.04733521377884e-19,1.00942561876339e-16
WBGene00020394,-3.85712984313059,2.87373713481503,43.6104958386599,4.0068428649119795e-11,2.9406789122510804e-9
WBGene00013254,3.85454953877199,-1.87709453871924,37.4126464964116,9.56002159368546e-10,5.561874410142e-8
WBGene00013086,3.80680416389807,-3.08734659111478,16.8622172050451,4.01937644133142e-5,6.426120439905e-4
WBGene00047835,3.79427226159063,-1.81410165366858,65.2996163303575,6.43338689849439e-16,8.30726256350395e-14
WBGene00020594,-3.79107827718013,-1.50063625088181,24.4524642896509,7.61660279745789e-7,2.14731721504026e-5
WBGene00005833,3.78565075231527,-1.03033051586655,48.6130863321622,3.1178182840732997e-12,2.70095808628185e-10
WBGene00018971,3.76656806743823,3.91867998923349,96.310820077633693,9.819193727003799e-23,2.0837242502071998e-20
WBGene00008575,3.75656150099875,-2.10743079959564,46.7622295938297,8.01432393400012e-12,6.628160655385301e-10
WBGene00013971,3.75528566547473,-0.799767578421711,15.6679418267438,7.54929759229563e-5,0.00106636750045972
WBGene00004819,3.74506866502146,-2.32392746048606,31.1788922070518,2.35310849723629e-8,1.01443063168257e-6
WBGene00001981,3.72388806355688,-2.6583848922212,21.7375210458038,3.12616728412304e-6,7.19754662765923e-5
WBGene00010127,3.7228358008732,-0.599535150941133,56.5978278897805,5.34708747493356e-14,5.586890062072749e-12
WBGene00021160,-3.70036705587001,4.85924762785249,94.2021302061794,2.84893918899643e-22,5.8201276342371e-20
WBGene00165479,3.70010000552199,-2.74284885581498,26.5295176747108,2.59541924290441e-7,8.1948790974058e-6
WBGene00010931,3.6864213347259,3.65282303340157,470.388418203461,2.63782604123241e-104,5.55465291374903e-101
WBGene00003355,3.65610369837554,-3.54383709340896,7.68645663552244,0.00556367553315856,0.0335253395818216
WBGene00219217,3.65130223221543,-3.75341464459245,8.05347577890809,0.00454164366303551,0.0285024060696004
WBGene00044537,3.63264898526851,-3.12276430410177,14.6378933762857,1.3026873266848e-4,0.00166174583261865
WBGene00170609,3.62851962935794,-2.16201059474797,21.9027166388018,2.86827585776348e-6,6.66545429594867e-5
WBGene00020617,-3.62792023250136,3.10936132739589,256.043907690902,1.2498986515911699e-57,1.03684774506995e-54
WBGene00003976,3.59710885900916,-1.38833733439482,22.2248831952684,2.42510421115086e-6,5.80815641122088e-5
WBGene00219234,-3.57907506247103,-3.27126986731527,14.430912490858,1.453959630499e-4,0.00182077515484502
WBGene00007439,3.57723647291082,-0.19496277383404,63.2443603003045,1.82589691058639e-15,2.22150790788011e-13
WBGene00044340,-3.56689478930339,-1.80569649532186,26.5033934074206,2.63075583161171e-7,8.26830549832038e-6
WBGene00018433,3.53647320936501,-2.256520802485,34.5930896676498,4.063462432129271e-9,2.0948641069593e-7
WBGene00008157,3.53290118232633,-1.84430980319105,31.0922814186705,2.46047850343414e-8,1.05243123486734e-6
WBGene00007887,3.52833059051701,-1.6136177859373,36.05369765635,1.91954190185824e-9,1.05305530187113e-7
WBGene00020242,3.5140541960679,0.907381086607888,185.604156370224,2.89672029321957e-42,1.49618335899784e-39
WBGene00011342,3.5119695435373,-7.62647857839656e-5,29.0159103639479,7.17862800282815e-8,2.67003996708452e-6
WBGene00021188,3.49578340250745,-3.39732870510977,14.3974008534574,1.4800645646296e-4,0.00184502584047074
WBGene00022321,3.49475692557124,-1.95603314719042,39.4577437233518,3.35235699963412e-10,2.13917885466163e-8
WBGene00001158,3.49025742236584,2.1723961302239,99.7490694057161,1.7298188874853e-23,3.75823746388175e-21
WBGene00010380,3.47661557678139,-1.7334993871345,35.2261489312768,2.9355535062148505e-9,1.55737940373317e-7
WBGene00007886,3.47344353436874,3.88904327621204,401.127553927133,3.1295449294388693e-89,4.75951624685495e-86
WBGene00012596,-3.46304193581923,1.46915461676612,65.1341646630366,6.99684425196187e-16,8.90877262313749e-14
WBGene00219274,-3.46007562144426,1.3577195731839,63.4289734411878,1.66254592144035e-15,2.04090558741837e-13
WBGene00014242,3.45812783345823,-3.10727897826063,15.243911580623701,9.44808366037912e-5,0.00128213343880025
WBGene00012958,3.44469676016013,-2.7073616679036,29.1947280726332,6.54570666191554e-8,2.47840553070453e-6
WBGene00009226,-3.43972021876427,4.18210620019604,69.5659529712501,7.390161239085011e-17,1.04281270061831e-14
WBGene00007876,3.43092383609139,-1.20485131274456,60.3317696143793,8.01433866488808e-15,9.33585195537495e-13
WBGene00010211,-3.41709120965989,-1.31040679497272,68.5138113432591,1.25992092449091e-16,1.75077844202734e-14
WBGene00015112,3.40919595385224,-1.66623341053271,34.3511470325498,4.60129104749797e-9,2.33692657560773e-7
WBGene00172406,3.37536680705524,-2.84743064695268,20.2116660094251,6.9328849762051e-6,1.432360197914e-4
WBGene00008904,3.37515500661426,-1.75193589621129,37.7408333940538,8.07954872026334e-10,4.81868510277144e-8
WBGene00021790,3.37399566462565,-2.74990356535876,26.6649445241327,2.41971961777455e-7,7.70230517867191e-6
WBGene00013319,3.36813918460725,-1.90105065904082,37.0841168748264,1.13141565606455e-9,6.46607590496182e-8
WBGene00008678,-3.35439591468647,-1.53976356945626,26.5080711650395,2.6243932795563e-7,8.25778919860388e-6
WBGene00014874,3.34840604399792,-3.40195693456813,12.3867400024939,4.3239351220243e-4,0.00439454922253688
WBGene00015882,-3.34788920505231,0.257704034763376,87.465985026666,8.574175207302499e-21,1.5967214034007199e-18
WBGene00011024,-3.33352803015985,-0.824535269562375,58.8471191749116,1.70411092026413e-14,1.92768745629052e-12
WBGene00021491,3.32374309378916,4.05699547568259,23.2960690415334,1.38883565231556e-6,3.62434470754418e-5
WBGene00004354,3.31614531386391,0.298733511620161,29.8499489376654,4.66809174235835e-8,1.85201465865304e-6
WBGene00007806,-3.3143776967671,2.61107484040315,30.7428620008383,2.94585491410046e-8,1.22743954754186e-6
WBGene00016013,-3.30332778924719,6.06643023866024,106.257235086104,6.475900269343259e-25,1.5023539819768798e-22
WBGene00009856,-3.29428261269591,-0.965559629616783,52.3190877203307,4.71766572571915e-13,4.48423955699867e-11
WBGene00019578,3.28537231011683,0.4791646818734,30.6106088786402,3.1536462817585e-8,1.30804646913847e-6
WBGene00020308,3.28099790216405,-3.48232769638526,5.62990345502395,0.0176566038937816,0.0813170282480809
WBGene00002102,3.27723024346998,-2.52299770642372,5.73352531736853,0.0166440378851764,0.0779169173036135
WBGene00001706,3.25845012267226,-1.1653859093871901,46.7232053174624,8.1755157579179e-12,6.74110674316272e-10
WBGene00007509,3.24614297288926,2.06822023597912,49.6724157825471,1.8168241005306399e-12,1.62603774271239e-10
WBGene00013799,3.24457223382726,-1.53222061889664,41.4018500326037,1.23940035799363e-10,8.503404711798391e-9
WBGene00018438,3.24329688195573,-0.212974823520112,21.1329694942933,4.28492276831525e-6,9.52881891004305e-5
WBGene00220143,3.24231334613926,-3.27368293510597,4.80856161278666,0.0283186730941025,0.115791437782084
WBGene00019962,3.23448536676498,4.75839997253305,288.006115982846,1.35210581052689e-64,1.37088505789531e-61
WBGene00013830,-3.21291894922009,-0.885197651882792,58.2277798695239,2.3345901251178802e-14,2.5666427580362297e-12
WBGene00010461,-3.1964967080425,-0.635972973538001,51.9599910216475,5.66431035550075e-13,5.299689203683459e-11
WBGene00010126,3.19192113545571,-2.68990187706515,9.58267041747185,0.00196422505195224,0.0147276529162401
WBGene00009658,3.1863745499652,-3.40077186620597,10.7923925213978,0.00101918070865921,0.00878553280939659
WBGene00007913,3.1791670957923,3.86102573093456,206.588380558732,7.6245268126004e-47,4.537422206411649e-44
WBGene00017376,-3.16726212614752,1.47899143949348,146.420317525167,1.0506410231155799e-33,3.73523350750507e-31
WBGene00166991,3.16637897015227,-3.25889008363384,14.807349931011,1.190705246065e-4,0.00154261978755463
WBGene00012436,3.16488617306374,0.962990556229781,30.4196912332838,3.47977868974824e-8,1.43031443891679e-6
WBGene00006939,3.15634565313906,-2.65805365453634,19.9872898422433,7.79586413241051e-6,1.5855258590248e-4
WBGene00007368,-3.15234673574041,3.29106890972151,90.329549920571,2.01618801308962e-21,3.9423676327377294e-19
WBGene00012594,3.1342916944159,-1.13098940810387,38.155160331437,6.53367208033342e-10,3.9658375432179e-8
WBGene00044718,-3.13041058759952,-2.20743218404379,21.4835801495169,3.56871378885525e-6,8.10734771534543e-5
WBGene00016577,-3.1283339812135,1.19922118982171,45.4232519963167,1.58738633018536e-11,1.2451203664419501e-9
WBGene00007850,3.11989733549633,-1.02377338474262,23.8314198102394,1.0515196366839e-6,2.85568948950612e-5
WBGene00021042,3.10580900533998,-1.71650412981292,22.0222156595242,2.6951285215235e-6,6.31130395865746e-5
WBGene00008526,3.10397716616094,-1.94897902723085,41.4890410025278,1.18533549145227e-10,8.152904291081851e-9
WBGene00019922,3.08375537601483,-2.77283931905497,23.6580848605877,1.1506149255878e-6,3.08200426496731e-5
WBGene00170950,3.07223842911036,-2.00275936976752,40.1050525718266,2.40665703900762e-10,1.58370760679888e-8
WBGene00018094,3.06173292353662,-3.2442245398426,12.7723868271978,3.5177369242901e-4,0.0037426369336356
WBGene00008844,3.05630660248726,-0.496928291025773,52.9774097416583,3.37406621558791e-13,3.26378313256958e-11
WBGene00021723,3.05293967949139,-3.30828288213686,14.5619671872206,1.3562450018211e-4,0.00171726211493312
WBGene00017365,3.02741885659639,-2.30359824019236,21.3990164051199,3.72962471954431e-6,8.43092293125727e-5
WBGene00019730,-3.02565436982201,7.93842336607314,168.664410144824,1.4483689891663e-38,6.09986170437345e-36
WBGene00008583,3.025092689873,4.43630400796404,77.6765898191561,1.21371360840513e-18,1.97770297798158e-16
WBGene00003551,3.01801215345263,3.05789930004026,172.909022281065,1.71331704789669e-39,7.56484744938258e-37
WBGene00001392,-3.00803021869788,5.94966566665496,510.214206570654,5.69651791508375e-113,1.29951814937848e-109
WBGene00166506,3.00641732924932,-3.40074144654984,7.52260515596565,0.00609295007528758,0.0360792793231662
WBGene00009177,3.00419404570347,7.35557157926081,229.185125303958,8.975414398280981e-52,6.46584129349847e-49
WBGene00018095,3.00198746150028,-3.02736389173739,15.402707974789701,8.68637238119113e-5,0.00119779444475811
WBGene00003099,-2.99995892526119,1.58203579622477,69.9573608349474,6.06003450145631e-17,8.595515257894641e-15
WBGene00219569,2.99427293481572,-3.32183866897133,8.42885421846984,0.00369312985479856,0.0242619221922512
WBGene00219280,-2.97747281711958,-2.53505027088971,14.3825609882961,0.00014917748210905001,0.00185624253306155
WBGene00010123,-2.97103133169318,3.89689329787564,140.554155733485,2.01388349817442e-32,6.806180341052429e-30
WBGene00009706,-2.97080368666493,4.61509797451781,37.2590506584361,1.03433838820912e-9,5.98626075628427e-8
WBGene00020243,-2.9684968725635,-1.06828227147385,22.6056818939657,1.98895522217005e-6,4.93170953823636e-5
WBGene00004987,-2.96102828389432,4.68437854762036,163.509678183944,1.93587004986115e-37,7.793300384551309e-35
WBGene00007211,2.94962563405435,-2.14060514090592,25.2371938605554,5.06950571884705e-7,1.49223353820901e-5
WBGene00016481,2.93787959269376,2.85344846150607,153.96420275816,2.35804450506184e-35,8.84266689398189e-33
WBGene00012247,2.93306000570771,-1.54237879964192,19.7951682910583,8.62003042881547e-6,1.7236832003937e-4
WBGene00174270,2.9314423730236,-1.19505425980534,64.397245764918,1.01700219674141e-15,1.27708418054111e-13
WBGene00201238,-2.92862865964073,-3.0213431515457,9.62643352331524,0.00191796688325159,0.0144879534848268
WBGene00015762,2.90927239319469,1.45002170685913,93.5325293722539,3.99579135076347e-22,7.98429111147081e-20
WBGene00011515,-2.90044344555547,-0.764157452704432,33.0611227881167,8.930668536901231e-9,4.30417343657872e-7
WBGene00009427,2.89589347575918,-2.25463215850558,16.7493172673908,4.26576114661586e-5,6.7228100972141e-4
WBGene00000721,-2.89490915721698,-0.909391916967435,40.5718568093986,1.89516712349765e-10,1.2684645478178e-8
WBGene00014771,2.89448773472824,-2.25801783113161,12.9606039129749,3.1811454825262e-4,0.00344676785189645
WBGene00011010,2.87826905938431,1.88405098142998,19.2301557009836,1.15868537599181e-5,2.22277590524e-4
WBGene00194898,-2.87715587964449,-1.5663882695635,28.4153892216609,9.78841178559431e-8,3.50320361302646e-6
WBGene00022641,-2.87655353013613,2.75394741994693,201.400462228845,1.0332963413385599e-45,5.6572974688286085e-43
WBGene00022508,2.86976983402191,-0.123347239946182,35.3610714567703,2.73907112017064e-9,1.46163882874603e-7
WBGene00021494,-2.86603379524275,-2.76353862513778,15.9327438921765,6.56333952410667e-5,9.5164946754459e-4
WBGene00000111,-2.8608056664431,4.10958180704888,129.969538050352,4.1611476803935e-30,1.25177382143706e-27
WBGene00020016,-2.85738453846148,0.100619712689974,43.0009780054503,5.4712507236345894e-11,3.9518598564511e-9
WBGene00016486,2.85430063493966,0.426128107477038,40.5311231307147,1.93509020153781e-10,1.28888307219215e-8
WBGene00044202,2.84897702940245,-3.05465937647362,9.31110210167937,0.00227769430663859,0.016530191316074
WBGene00017843,2.8484258918896,1.59779433488067,15.9099538792826,6.64284378361271e-5,9.6215792897565e-4
WBGene00000301,2.84241132570631,-0.0622966288180488,65.2762003374891,6.51028571597483e-16,8.36709255750287e-14
WBGene00017143,2.84056481246567,-1.34784894321754,36.3063127988119,1.6861681071613701e-9,9.38188047429726e-8
WBGene00199674,2.81607031600241,-3.05892509338085,5.764994113198,0.016348539721108,0.0768047494191406
WBGene00022082,-2.80791499705533,-1.35975433837838,31.7262293910562,1.77508590139264e-8,7.94002884814108e-7
WBGene00001700,-2.79355782253971,0.75877608508604,33.8300829787485,6.014165270924691e-9,2.99886656268786e-7
WBGene00018110,2.78876565995862,1.13611790534622,32.1320294277253,1.44042899738071e-8,6.6049822116075e-7
