"","gene","TF","Hits"
"4154","F32E10.5","1k-DUXL-1",1
"4155","F32E10.5","1k-DVE-1",1
"4156","F32E10.5","1k-EGL-27",0
"4157","F32E10.5","1k-F10B5.3",1
"4158","F32E10.5","1k-F37D6.2",1
"4159","F32E10.5","1k-F45C12.2",0
"4160","F32E10.5","1k-F49E8.2",1
"4161","F32E10.5","1k-FKH-10",0
"4162","F32E10.5","1k-FOS-1",0
"4163","F32E10.5","1k-HLH-30",1
"4164","F32E10.5","1k-LIN-13",1
"4165","F32E10.5","1k-LIN-15B",0
"4166","F32E10.5","1k-LIN-39",0
"4167","F32E10.5","1k-LIR-3",1
"4168","F32E10.5","1k-LSY-2",1
"4169","F32E10.5","1k-MDL-1",1
"4170","F32E10.5","1k-MEP-1",1
"4171","F32E10.5","1k-NHR-10",0
"4172","F32E10.5","1k-NHR-102",2
"4173","F32E10.5","1k-NHR-11",0
"4174","F32E10.5","1k-NHR-116",0
"4175","F32E10.5","1k-NHR-237",0
"4176","F32E10.5","1k-NHR-25",1
"4177","F32E10.5","1k-NHR-28",1
"4178","F32E10.5","1k-NHR-48",1
"4179","F32E10.5","1k-NHR-6",1
"4180","F32E10.5","1k-NHR-76",0
"4181","F32E10.5","1k-NHR-77",1
"4182","F32E10.5","1k-PHA-4",0
"4183","F32E10.5","1k-PQM-1",0
"4184","F32E10.5","1k-R02D3.7",1
"4185","F32E10.5","1k-R06F6.6",0
"4186","F32E10.5","1k-RBR-2",1
"4187","F32E10.5","1k-SKN-1",0
"4188","F32E10.5","1k-SNPC-4",0
"4189","F32E10.5","1k-SPR-1",2
"4190","F32E10.5","1k-UNC-130",1
"4191","F32E10.5","1k-UNC-39",0
"4192","F32E10.5","1k-UNC-62",1
"4193","F32E10.5","1k-ZAG-1",0
"4194","F32E10.5","1k-ZFP-2",1
"4195","F32E10.5","1k-ZIP-2",1
"4196","F32E10.5","1k-ZK546.5",0
"4197","F32E10.5","1k-ZTF-11",0
"4198","F32E10.5","1k-ZTF-7",1
"4199","F32E10.5","400-43252",1
"4200","F32E10.5","400-AHA-1",1
"4201","F32E10.5","400-C05D10.1",1
"4202","F32E10.5","400-CEH-32",1
"4203","F32E10.5","400-CEH-38",0
"4204","F32E10.5","400-CES-1",1
"4205","F32E10.5","400-CEY-2",0
"4206","F32E10.5","400-DAF-16",3
"4207","F32E10.5","400-DPL-1",1
"4208","F32E10.5","400-DUXL-1",1
"4209","F32E10.5","400-DVE-1",1
"4210","F32E10.5","400-EGL-27",0
"4211","F32E10.5","400-F10B5.3",1
"4212","F32E10.5","400-F37D6.2",1
"4213","F32E10.5","400-F45C12.2",0
"4214","F32E10.5","400-F49E8.2",1
"4215","F32E10.5","400-FKH-10",0
"4216","F32E10.5","400-FOS-1",0
"4217","F32E10.5","400-HLH-30",1
"4218","F32E10.5","400-LIN-13",1
"4219","F32E10.5","400-LIN-15B",0
"4220","F32E10.5","400-LIN-39",0
"4221","F32E10.5","400-LIR-3",1
"4222","F32E10.5","400-LSY-2",1
"4223","F32E10.5","400-MDL-1",1
"4224","F32E10.5","400-MEP-1",1
"4225","F32E10.5","400-NHR-10",0
"4226","F32E10.5","400-NHR-102",2
"4227","F32E10.5","400-NHR-11",0
"4228","F32E10.5","400-NHR-116",0
"4229","F32E10.5","400-NHR-237",0
"4230","F32E10.5","400-NHR-25",1
"4231","F32E10.5","400-NHR-28",1
"4232","F32E10.5","400-NHR-48",1
"4233","F32E10.5","400-NHR-6",1
"4234","F32E10.5","400-NHR-76",0
"4235","F32E10.5","400-NHR-77",1
"4236","F32E10.5","400-PHA-4",0
"4237","F32E10.5","400-PQM-1",0
"4238","F32E10.5","400-R02D3.7",1
"4239","F32E10.5","400-R06F6.6",0
"4240","F32E10.5","400-RBR-2",1
"4241","F32E10.5","400-SKN-1",0
"4242","F32E10.5","400-SNPC-4",0
"4243","F32E10.5","400-SPR-1",2
"4244","F32E10.5","400-UNC-130",1
"4245","F32E10.5","400-UNC-39",0
"4246","F32E10.5","400-UNC-62",1
"4247","F32E10.5","400-ZAG-1",0
"4248","F32E10.5","400-ZFP-2",1
"4249","F32E10.5","400-ZIP-2",1
"4250","F32E10.5","400-ZK546.5",0
"4251","F32E10.5","400-ZTF-11",0
"4252","F32E10.5","400-ZTF-7",1
"4253","F32E10.5","Total Instances of TFs binding within 1000",36
"4254","F32E10.5","Total Instances of TFs binding within 400bp",36
"4255","F32E10.5","Total number of TFs binding within 1000 bp of peak",32
"4256","F32E10.5","Total number of TFs bound",32
"4257","F41E6.5","1k-43252",1
"4258","F41E6.5","1k-AHA-1",1
"4259","F41E6.5","1k-C05D10.1",0
"4260","F41E6.5","1k-CEH-32",0
"4261","F41E6.5","1k-CEH-38",1
"4262","F41E6.5","1k-CES-1",1
"4263","F41E6.5","1k-CEY-2",1
"4264","F41E6.5","1k-DAF-16",3
"4265","F41E6.5","1k-DPL-1",1
"4266","F41E6.5","1k-DUXL-1",0
"4267","F41E6.5","1k-DVE-1",1
"4268","F41E6.5","1k-EGL-27",0
"4269","F41E6.5","1k-F10B5.3",0
"4270","F41E6.5","1k-F37D6.2",1
"4271","F41E6.5","1k-F45C12.2",0
"4272","F41E6.5","1k-F49E8.2",0
"4273","F41E6.5","1k-FKH-10",1
"4274","F41E6.5","1k-FOS-1",1
"4275","F41E6.5","1k-HLH-30",1
"4276","F41E6.5","1k-LIN-13",1
"4277","F41E6.5","1k-LIN-15B",0
"4278","F41E6.5","1k-LIN-39",0
"4279","F41E6.5","1k-LIR-3",0
"4280","F41E6.5","1k-LSY-2",2
"4281","F41E6.5","1k-MDL-1",2
"4282","F41E6.5","1k-MEP-1",1
"4283","F41E6.5","1k-NHR-10",1
"4284","F41E6.5","1k-NHR-102",1
"4285","F41E6.5","1k-NHR-11",1
"4286","F41E6.5","1k-NHR-116",0
"4287","F41E6.5","1k-NHR-237",0
"4288","F41E6.5","1k-NHR-25",1
"4289","F41E6.5","1k-NHR-28",1
"4290","F41E6.5","1k-NHR-48",1
"4291","F41E6.5","1k-NHR-6",1
"4292","F41E6.5","1k-NHR-76",1
"4293","F41E6.5","1k-NHR-77",1
"4294","F41E6.5","1k-PHA-4",0
"4295","F41E6.5","1k-PQM-1",1
"4296","F41E6.5","1k-R02D3.7",0
"4297","F41E6.5","1k-R06F6.6",0
"4298","F41E6.5","1k-RBR-2",1
"4299","F41E6.5","1k-SKN-1",0
"4300","F41E6.5","1k-SNPC-4",1
"4301","F41E6.5","1k-SPR-1",1
"4302","F41E6.5","1k-UNC-130",1
"4303","F41E6.5","1k-UNC-39",0
"4304","F41E6.5","1k-UNC-62",1
"4305","F41E6.5","1k-ZAG-1",0
"4306","F41E6.5","1k-ZFP-2",1
"4307","F41E6.5","1k-ZIP-2",1
"4308","F41E6.5","1k-ZK546.5",0
"4309","F41E6.5","1k-ZTF-11",0
"4310","F41E6.5","1k-ZTF-7",1
"4311","F41E6.5","400-43252",1
"4312","F41E6.5","400-AHA-1",1
"4313","F41E6.5","400-C05D10.1",0
"4314","F41E6.5","400-CEH-32",0
"4315","F41E6.5","400-CEH-38",1
"4316","F41E6.5","400-CES-1",1
"4317","F41E6.5","400-CEY-2",1
"4318","F41E6.5","400-DAF-16",3
"4319","F41E6.5","400-DPL-1",1
"4320","F41E6.5","400-DUXL-1",0
"4321","F41E6.5","400-DVE-1",1
"4322","F41E6.5","400-EGL-27",0
"4323","F41E6.5","400-F10B5.3",0
"4324","F41E6.5","400-F37D6.2",1
"4325","F41E6.5","400-F45C12.2",0
"4326","F41E6.5","400-F49E8.2",0
"4327","F41E6.5","400-FKH-10",1
"4328","F41E6.5","400-FOS-1",1
"4329","F41E6.5","400-HLH-30",1
"4330","F41E6.5","400-LIN-13",1
"4331","F41E6.5","400-LIN-15B",0
"4332","F41E6.5","400-LIN-39",0
"4333","F41E6.5","400-LIR-3",0
"4334","F41E6.5","400-LSY-2",2
"4335","F41E6.5","400-MDL-1",2
"4336","F41E6.5","400-MEP-1",1
"4337","F41E6.5","400-NHR-10",1
"4338","F41E6.5","400-NHR-102",1
"4339","F41E6.5","400-NHR-11",1
"4340","F41E6.5","400-NHR-116",0
"4341","F41E6.5","400-NHR-237",0
"4342","F41E6.5","400-NHR-25",1
"4343","F41E6.5","400-NHR-28",1
"4344","F41E6.5","400-NHR-48",1
"4345","F41E6.5","400-NHR-6",1
"4346","F41E6.5","400-NHR-76",1
"4347","F41E6.5","400-NHR-77",1
"4348","F41E6.5","400-PHA-4",0
"4349","F41E6.5","400-PQM-1",1
"4350","F41E6.5","400-R02D3.7",0
"4351","F41E6.5","400-R06F6.6",0
"4352","F41E6.5","400-RBR-2",1
"4353","F41E6.5","400-SKN-1",0
"4354","F41E6.5","400-SNPC-4",1
"4355","F41E6.5","400-SPR-1",1
"4356","F41E6.5","400-UNC-130",1
"4357","F41E6.5","400-UNC-39",0
"4358","F41E6.5","400-UNC-62",1
"4359","F41E6.5","400-ZAG-1",0
"4360","F41E6.5","400-ZFP-2",1
"4361","F41E6.5","400-ZIP-2",1
"4362","F41E6.5","400-ZK546.5",0
"4363","F41E6.5","400-ZTF-11",0
"4364","F41E6.5","400-ZTF-7",1
"4365","F41E6.5","Total Instances of TFs binding within 1000",39
"4366","F41E6.5","Total Instances of TFs binding within 400bp",38
"4367","F41E6.5","Total number of TFs binding within 1000 bp of peak",34
"4368","F41E6.5","Total number of TFs bound",34
"4369","F46C5.1","1k-43252",0
"4370","F46C5.1","1k-AHA-1",0
"4371","F46C5.1","1k-C05D10.1",0
"4372","F46C5.1","1k-CEH-32",0
"4373","F46C5.1","1k-CEH-38",0
"4374","F46C5.1","1k-CES-1",0
"4375","F46C5.1","1k-CEY-2",0
"4376","F46C5.1","1k-DAF-16",0
"4377","F46C5.1","1k-DPL-1",0
"4378","F46C5.1","1k-DUXL-1",1
"4379","F46C5.1","1k-DVE-1",0
"4380","F46C5.1","1k-EGL-27",0
"4381","F46C5.1","1k-F10B5.3",0
"4382","F46C5.1","1k-F37D6.2",0
"4383","F46C5.1","1k-F45C12.2",0
"4384","F46C5.1","1k-F49E8.2",0
"4385","F46C5.1","1k-FKH-10",0
"4386","F46C5.1","1k-FOS-1",0
"4387","F46C5.1","1k-HLH-30",1
"4388","F46C5.1","1k-LIN-13",0
"4389","F46C5.1","1k-LIN-15B",0
"4390","F46C5.1","1k-LIN-39",0
"4391","F46C5.1","1k-LIR-3",0
"4392","F46C5.1","1k-LSY-2",0
"4393","F46C5.1","1k-MDL-1",0
"4394","F46C5.1","1k-MEP-1",0
"4395","F46C5.1","1k-NHR-10",0
"4396","F46C5.1","1k-NHR-102",0
"4397","F46C5.1","1k-NHR-11",0
"4398","F46C5.1","1k-NHR-116",0
"4399","F46C5.1","1k-NHR-237",0
"4400","F46C5.1","1k-NHR-25",0
"4401","F46C5.1","1k-NHR-28",0
"4402","F46C5.1","1k-NHR-48",0
"4403","F46C5.1","1k-NHR-6",0
"4404","F46C5.1","1k-NHR-76",0
"4405","F46C5.1","1k-NHR-77",0
"4406","F46C5.1","1k-PHA-4",0
"4407","F46C5.1","1k-PQM-1",0
"4408","F46C5.1","1k-R02D3.7",0
"4409","F46C5.1","1k-R06F6.6",0
"4410","F46C5.1","1k-RBR-2",0
"4411","F46C5.1","1k-SKN-1",0
"4412","F46C5.1","1k-SNPC-4",0
"4413","F46C5.1","1k-SPR-1",0
"4414","F46C5.1","1k-UNC-130",0
"4415","F46C5.1","1k-UNC-39",0
"4416","F46C5.1","1k-UNC-62",0
"4417","F46C5.1","1k-ZAG-1",0
"4418","F46C5.1","1k-ZFP-2",0
"4419","F46C5.1","1k-ZIP-2",0
"4420","F46C5.1","1k-ZK546.5",0
"4421","F46C5.1","1k-ZTF-11",0
"4422","F46C5.1","1k-ZTF-7",0
"4423","F46C5.1","400-43252",0
"4424","F46C5.1","400-AHA-1",0
"4425","F46C5.1","400-C05D10.1",0
"4426","F46C5.1","400-CEH-32",0
"4427","F46C5.1","400-CEH-38",0
"4428","F46C5.1","400-CES-1",0
"4429","F46C5.1","400-CEY-2",0
"4430","F46C5.1","400-DAF-16",0
"4431","F46C5.1","400-DPL-1",0
"4432","F46C5.1","400-DUXL-1",1
"4433","F46C5.1","400-DVE-1",0
"4434","F46C5.1","400-EGL-27",0
"4435","F46C5.1","400-F10B5.3",0
"4436","F46C5.1","400-F37D6.2",0
"4437","F46C5.1","400-F45C12.2",0
"4438","F46C5.1","400-F49E8.2",0
"4439","F46C5.1","400-FKH-10",0
"4440","F46C5.1","400-FOS-1",0
"4441","F46C5.1","400-HLH-30",1
"4442","F46C5.1","400-LIN-13",0
"4443","F46C5.1","400-LIN-15B",0
"4444","F46C5.1","400-LIN-39",0
"4445","F46C5.1","400-LIR-3",0
"4446","F46C5.1","400-LSY-2",0
"4447","F46C5.1","400-MDL-1",0
"4448","F46C5.1","400-MEP-1",0
"4449","F46C5.1","400-NHR-10",0
"4450","F46C5.1","400-NHR-102",0
"4451","F46C5.1","400-NHR-11",0
"4452","F46C5.1","400-NHR-116",0
"4453","F46C5.1","400-NHR-237",0
"4454","F46C5.1","400-NHR-25",0
"4455","F46C5.1","400-NHR-28",0
"4456","F46C5.1","400-NHR-48",0
"4457","F46C5.1","400-NHR-6",0
"4458","F46C5.1","400-NHR-76",0
"4459","F46C5.1","400-NHR-77",0
"4460","F46C5.1","400-PHA-4",0
"4461","F46C5.1","400-PQM-1",0
"4462","F46C5.1","400-R02D3.7",0
"4463","F46C5.1","400-R06F6.6",0
"4464","F46C5.1","400-RBR-2",0
"4465","F46C5.1","400-SKN-1",0
"4466","F46C5.1","400-SNPC-4",0
"4467","F46C5.1","400-SPR-1",0
"4468","F46C5.1","400-UNC-130",0
"4469","F46C5.1","400-UNC-39",0
"4470","F46C5.1","400-UNC-62",0
"4471","F46C5.1","400-ZAG-1",0
"4472","F46C5.1","400-ZFP-2",0
"4473","F46C5.1","400-ZIP-2",0
"4474","F46C5.1","400-ZK546.5",0
"4475","F46C5.1","400-ZTF-11",0
"4476","F46C5.1","400-ZTF-7",0
"4477","F46C5.1","Total Instances of TFs binding within 1000",18
"4478","F46C5.1","Total Instances of TFs binding within 400bp",2
"4479","F46C5.1","Total number of TFs binding within 1000 bp of peak",2
"4480","F46C5.1","Total number of TFs bound",2
"4481","F47G3.3","1k-43252",1
"4482","F47G3.3","1k-AHA-1",0
"4483","F47G3.3","1k-C05D10.1",0
"4484","F47G3.3","1k-CEH-32",1
"4485","F47G3.3","1k-CEH-38",1
"4486","F47G3.3","1k-CES-1",1
"4487","F47G3.3","1k-CEY-2",1
"4488","F47G3.3","1k-DAF-16",3
"4489","F47G3.3","1k-DPL-1",1
"4490","F47G3.3","1k-DUXL-1",1
"4491","F47G3.3","1k-DVE-1",1
"4492","F47G3.3","1k-EGL-27",0
"4493","F47G3.3","1k-F10B5.3",1
"4494","F47G3.3","1k-F37D6.2",1
"4495","F47G3.3","1k-F45C12.2",1
"4496","F47G3.3","1k-F49E8.2",0
"4497","F47G3.3","1k-FKH-10",0
"4498","F47G3.3","1k-FOS-1",1
"4499","F47G3.3","1k-HLH-30",1
"4500","F47G3.3","1k-LIN-13",1
"4501","F47G3.3","1k-LIN-15B",1
"4502","F47G3.3","1k-LIN-39",0
"4503","F47G3.3","1k-LIR-3",1
"4504","F47G3.3","1k-LSY-2",2
"4505","F47G3.3","1k-MDL-1",2
"4506","F47G3.3","1k-MEP-1",1
"4507","F47G3.3","1k-NHR-10",1
"4508","F47G3.3","1k-NHR-102",2
"4509","F47G3.3","1k-NHR-11",1
"4510","F47G3.3","1k-NHR-116",1
"4511","F47G3.3","1k-NHR-237",2
"4512","F47G3.3","1k-NHR-25",1
"4513","F47G3.3","1k-NHR-28",1
"4514","F47G3.3","1k-NHR-48",1
"4515","F47G3.3","1k-NHR-6",1
"4516","F47G3.3","1k-NHR-76",1
"4517","F47G3.3","1k-NHR-77",1
"4518","F47G3.3","1k-PHA-4",0
"4519","F47G3.3","1k-PQM-1",0
"4520","F47G3.3","1k-R02D3.7",0
"4521","F47G3.3","1k-R06F6.6",0
"4522","F47G3.3","1k-RBR-2",2
"4523","F47G3.3","1k-SKN-1",0
"4524","F47G3.3","1k-SNPC-4",0
"4525","F47G3.3","1k-SPR-1",2
"4526","F47G3.3","1k-UNC-130",0
"4527","F47G3.3","1k-UNC-39",0
"4528","F47G3.3","1k-UNC-62",0
"4529","F47G3.3","1k-ZAG-1",1
"4530","F47G3.3","1k-ZFP-2",1
"4531","F47G3.3","1k-ZIP-2",1
"4532","F47G3.3","1k-ZK546.5",1
"4533","F47G3.3","1k-ZTF-11",1
"4534","F47G3.3","1k-ZTF-7",1
"4535","F47G3.3","400-43252",1
"4536","F47G3.3","400-AHA-1",0
"4537","F47G3.3","400-C05D10.1",0
"4538","F47G3.3","400-CEH-32",1
"4539","F47G3.3","400-CEH-38",1
"4540","F47G3.3","400-CES-1",1
"4541","F47G3.3","400-CEY-2",1
"4542","F47G3.3","400-DAF-16",3
"4543","F47G3.3","400-DPL-1",1
"4544","F47G3.3","400-DUXL-1",1
"4545","F47G3.3","400-DVE-1",1
"4546","F47G3.3","400-EGL-27",0
"4547","F47G3.3","400-F10B5.3",1
"4548","F47G3.3","400-F37D6.2",1
"4549","F47G3.3","400-F45C12.2",1
"4550","F47G3.3","400-F49E8.2",0
"4551","F47G3.3","400-FKH-10",0
"4552","F47G3.3","400-FOS-1",1
"4553","F47G3.3","400-HLH-30",1
"4554","F47G3.3","400-LIN-13",1
"4555","F47G3.3","400-LIN-15B",1
"4556","F47G3.3","400-LIN-39",0
"4557","F47G3.3","400-LIR-3",1
"4558","F47G3.3","400-LSY-2",2
"4559","F47G3.3","400-MDL-1",2
"4560","F47G3.3","400-MEP-1",1
"4561","F47G3.3","400-NHR-10",1
"4562","F47G3.3","400-NHR-102",2
"4563","F47G3.3","400-NHR-11",1
"4564","F47G3.3","400-NHR-116",1
"4565","F47G3.3","400-NHR-237",2
"4566","F47G3.3","400-NHR-25",1
"4567","F47G3.3","400-NHR-28",1
"4568","F47G3.3","400-NHR-48",1
"4569","F47G3.3","400-NHR-6",1
"4570","F47G3.3","400-NHR-76",1
"4571","F47G3.3","400-NHR-77",1
"4572","F47G3.3","400-PHA-4",0
"4573","F47G3.3","400-PQM-1",0
"4574","F47G3.3","400-R02D3.7",0
"4575","F47G3.3","400-R06F6.6",0
"4576","F47G3.3","400-RBR-2",2
"4577","F47G3.3","400-SKN-1",0
"4578","F47G3.3","400-SNPC-4",0
"4579","F47G3.3","400-SPR-1",2
"4580","F47G3.3","400-UNC-130",0
"4581","F47G3.3","400-UNC-39",0
"4582","F47G3.3","400-UNC-62",0
"4583","F47G3.3","400-ZAG-1",1
"4584","F47G3.3","400-ZFP-2",1
"4585","F47G3.3","400-ZIP-2",1
"4586","F47G3.3","400-ZK546.5",1
"4587","F47G3.3","400-ZTF-11",1
"4588","F47G3.3","400-ZTF-7",1
"4589","F47G3.3","Total Instances of TFs binding within 1000",47
"4590","F47G3.3","Total Instances of TFs binding within 400bp",47
"4591","F47G3.3","Total number of TFs binding within 1000 bp of peak",39
"4592","F47G3.3","Total number of TFs bound",39
"4593","F53H2.3","1k-43252",0
"4594","F53H2.3","1k-AHA-1",0
"4595","F53H2.3","1k-C05D10.1",0
"4596","F53H2.3","1k-CEH-32",0
"4597","F53H2.3","1k-CEH-38",0
"4598","F53H2.3","1k-CES-1",0
"4599","F53H2.3","1k-CEY-2",1
"4600","F53H2.3","1k-DAF-16",1
"4601","F53H2.3","1k-DPL-1",0
"4602","F53H2.3","1k-DUXL-1",0
"4603","F53H2.3","1k-DVE-1",1
"4604","F53H2.3","1k-EGL-27",0
"4605","F53H2.3","1k-F10B5.3",0
"4606","F53H2.3","1k-F37D6.2",0
"4607","F53H2.3","1k-F45C12.2",0
"4608","F53H2.3","1k-F49E8.2",0
"4609","F53H2.3","1k-FKH-10",0
"4610","F53H2.3","1k-FOS-1",0
"4611","F53H2.3","1k-HLH-30",1
"4612","F53H2.3","1k-LIN-13",1
"4613","F53H2.3","1k-LIN-15B",0
"4614","F53H2.3","1k-LIN-39",0
"4615","F53H2.3","1k-LIR-3",0
"4616","F53H2.3","1k-LSY-2",1
"4617","F53H2.3","1k-MDL-1",1
"4618","F53H2.3","1k-MEP-1",0
"4619","F53H2.3","1k-NHR-10",0
"4620","F53H2.3","1k-NHR-102",1
"4621","F53H2.3","1k-NHR-11",0
"4622","F53H2.3","1k-NHR-116",0
"4623","F53H2.3","1k-NHR-237",0
"4624","F53H2.3","1k-NHR-25",0
"4625","F53H2.3","1k-NHR-28",1
"4626","F53H2.3","1k-NHR-48",1
"4627","F53H2.3","1k-NHR-6",0
"4628","F53H2.3","1k-NHR-76",0
"4629","F53H2.3","1k-NHR-77",1
"4630","F53H2.3","1k-PHA-4",0
"4631","F53H2.3","1k-PQM-1",1
"4632","F53H2.3","1k-R02D3.7",0
"4633","F53H2.3","1k-R06F6.6",0
"4634","F53H2.3","1k-RBR-2",0
"4635","F53H2.3","1k-SKN-1",0
"4636","F53H2.3","1k-SNPC-4",0
"4637","F53H2.3","1k-SPR-1",0
"4638","F53H2.3","1k-UNC-130",0
"4639","F53H2.3","1k-UNC-39",0
"4640","F53H2.3","1k-UNC-62",1
"4641","F53H2.3","1k-ZAG-1",0
"4642","F53H2.3","1k-ZFP-2",0
"4643","F53H2.3","1k-ZIP-2",0
"4644","F53H2.3","1k-ZK546.5",0
"4645","F53H2.3","1k-ZTF-11",0
"4646","F53H2.3","1k-ZTF-7",1
"4647","F53H2.3","400-43252",0
"4648","F53H2.3","400-AHA-1",0
"4649","F53H2.3","400-C05D10.1",0
"4650","F53H2.3","400-CEH-32",0
"4651","F53H2.3","400-CEH-38",0
"4652","F53H2.3","400-CES-1",0
"4653","F53H2.3","400-CEY-2",1
"4654","F53H2.3","400-DAF-16",1
"4655","F53H2.3","400-DPL-1",0
"4656","F53H2.3","400-DUXL-1",0
"4657","F53H2.3","400-DVE-1",1
"4658","F53H2.3","400-EGL-27",0
"4659","F53H2.3","400-F10B5.3",0
"4660","F53H2.3","400-F37D6.2",0
"4661","F53H2.3","400-F45C12.2",0
"4662","F53H2.3","400-F49E8.2",0
"4663","F53H2.3","400-FKH-10",0
"4664","F53H2.3","400-FOS-1",0
"4665","F53H2.3","400-HLH-30",1
"4666","F53H2.3","400-LIN-13",1
"4667","F53H2.3","400-LIN-15B",0
"4668","F53H2.3","400-LIN-39",0
"4669","F53H2.3","400-LIR-3",0
"4670","F53H2.3","400-LSY-2",1
"4671","F53H2.3","400-MDL-1",1
"4672","F53H2.3","400-MEP-1",0
"4673","F53H2.3","400-NHR-10",0
"4674","F53H2.3","400-NHR-102",1
"4675","F53H2.3","400-NHR-11",0
"4676","F53H2.3","400-NHR-116",0
"4677","F53H2.3","400-NHR-237",0
"4678","F53H2.3","400-NHR-25",0
"4679","F53H2.3","400-NHR-28",1
"4680","F53H2.3","400-NHR-48",1
"4681","F53H2.3","400-NHR-6",0
"4682","F53H2.3","400-NHR-76",0
"4683","F53H2.3","400-NHR-77",1
"4684","F53H2.3","400-PHA-4",0
"4685","F53H2.3","400-PQM-1",1
"4686","F53H2.3","400-R02D3.7",0
"4687","F53H2.3","400-R06F6.6",0
"4688","F53H2.3","400-RBR-2",0
"4689","F53H2.3","400-SKN-1",0
"4690","F53H2.3","400-SNPC-4",0
"4691","F53H2.3","400-SPR-1",0
"4692","F53H2.3","400-UNC-130",0
"4693","F53H2.3","400-UNC-39",0
"4694","F53H2.3","400-UNC-62",1
"4695","F53H2.3","400-ZAG-1",0
"4696","F53H2.3","400-ZFP-2",0
"4697","F53H2.3","400-ZIP-2",0
"4698","F53H2.3","400-ZK546.5",0
"4699","F53H2.3","400-ZTF-11",0
"4700","F53H2.3","400-ZTF-7",1
"4701","F53H2.3","Total Instances of TFs binding within 1000",14
"4702","F53H2.3","Total Instances of TFs binding within 400bp",14
"4703","F53H2.3","Total number of TFs binding within 1000 bp of peak",14
"4704","F53H2.3","Total number of TFs bound",14
"4705","F54C8.4","1k-43252",0
"4706","F54C8.4","1k-AHA-1",1
"4707","F54C8.4","1k-C05D10.1",0
"4708","F54C8.4","1k-CEH-32",0
"4709","F54C8.4","1k-CEH-38",1
"4710","F54C8.4","1k-CES-1",0
"4711","F54C8.4","1k-CEY-2",0
"4712","F54C8.4","1k-DAF-16",4
"4713","F54C8.4","1k-DPL-1",1
"4714","F54C8.4","1k-DUXL-1",1
"4715","F54C8.4","1k-DVE-1",1
"4716","F54C8.4","1k-EGL-27",0
"4717","F54C8.4","1k-F10B5.3",1
"4718","F54C8.4","1k-F37D6.2",1
"4719","F54C8.4","1k-F45C12.2",0
"4720","F54C8.4","1k-F49E8.2",1
"4721","F54C8.4","1k-FKH-10",1
"4722","F54C8.4","1k-FOS-1",0
"4723","F54C8.4","1k-HLH-30",1
"4724","F54C8.4","1k-LIN-13",1
"4725","F54C8.4","1k-LIN-15B",0
"4726","F54C8.4","1k-LIN-39",0
"4727","F54C8.4","1k-LIR-3",0
"4728","F54C8.4","1k-LSY-2",2
"4729","F54C8.4","1k-MDL-1",1
"4730","F54C8.4","1k-MEP-1",1
"4731","F54C8.4","1k-NHR-10",1
"4732","F54C8.4","1k-NHR-102",1
"4733","F54C8.4","1k-NHR-11",1
"4734","F54C8.4","1k-NHR-116",0
"4735","F54C8.4","1k-NHR-237",0
"4736","F54C8.4","1k-NHR-25",1
"4737","F54C8.4","1k-NHR-28",1
"4738","F54C8.4","1k-NHR-48",1
"4739","F54C8.4","1k-NHR-6",1
"4740","F54C8.4","1k-NHR-76",1
"4741","F54C8.4","1k-NHR-77",1
"4742","F54C8.4","1k-PHA-4",1
"4743","F54C8.4","1k-PQM-1",1
"4744","F54C8.4","1k-R02D3.7",0
"4745","F54C8.4","1k-R06F6.6",0
"4746","F54C8.4","1k-RBR-2",1
"4747","F54C8.4","1k-SKN-1",0
"4748","F54C8.4","1k-SNPC-4",0
"4749","F54C8.4","1k-SPR-1",1
"4750","F54C8.4","1k-UNC-130",1
"4751","F54C8.4","1k-UNC-39",0
"4752","F54C8.4","1k-UNC-62",1
"4753","F54C8.4","1k-ZAG-1",0
"4754","F54C8.4","1k-ZFP-2",1
"4755","F54C8.4","1k-ZIP-2",0
"4756","F54C8.4","1k-ZK546.5",1
"4757","F54C8.4","1k-ZTF-11",0
"4758","F54C8.4","1k-ZTF-7",1
"4759","F54C8.4","400-43252",0
"4760","F54C8.4","400-AHA-1",1
"4761","F54C8.4","400-C05D10.1",0
"4762","F54C8.4","400-CEH-32",0
"4763","F54C8.4","400-CEH-38",1
"4764","F54C8.4","400-CES-1",0
"4765","F54C8.4","400-CEY-2",0
"4766","F54C8.4","400-DAF-16",4
"4767","F54C8.4","400-DPL-1",1
"4768","F54C8.4","400-DUXL-1",1
"4769","F54C8.4","400-DVE-1",1
"4770","F54C8.4","400-EGL-27",0
"4771","F54C8.4","400-F10B5.3",1
"4772","F54C8.4","400-F37D6.2",1
"4773","F54C8.4","400-F45C12.2",0
"4774","F54C8.4","400-F49E8.2",1
"4775","F54C8.4","400-FKH-10",1
"4776","F54C8.4","400-FOS-1",0
"4777","F54C8.4","400-HLH-30",1
"4778","F54C8.4","400-LIN-13",1
"4779","F54C8.4","400-LIN-15B",0
"4780","F54C8.4","400-LIN-39",0
"4781","F54C8.4","400-LIR-3",0
"4782","F54C8.4","400-LSY-2",2
"4783","F54C8.4","400-MDL-1",1
"4784","F54C8.4","400-MEP-1",1
"4785","F54C8.4","400-NHR-10",1
"4786","F54C8.4","400-NHR-102",1
"4787","F54C8.4","400-NHR-11",1
"4788","F54C8.4","400-NHR-116",0
"4789","F54C8.4","400-NHR-237",0
"4790","F54C8.4","400-NHR-25",1
