"","gene","TF","Hits"
"8505","mce-1","400-ZIP-2",0
"8506","mce-1","400-ZK546.5",0
"8507","mce-1","400-ZTF-11",0
"8508","mce-1","400-ZTF-7",0
"8509","mce-1","Total Instances of TFs binding within 1000",51
"8510","mce-1","Total Instances of TFs binding within 400bp",27
"8511","mce-1","Total number of TFs binding within 1000 bp of peak",24
"8512","mce-1","Total number of TFs bound",24
"8513","mdh-1","1k-43252",0
"8514","mdh-1","1k-AHA-1",1
"8515","mdh-1","1k-C05D10.1",0
"8516","mdh-1","1k-CEH-32",0
"8517","mdh-1","1k-CEH-38",0
"8518","mdh-1","1k-CES-1",0
"8519","mdh-1","1k-CEY-2",1
"8520","mdh-1","1k-DAF-16",1
"8521","mdh-1","1k-DPL-1",0
"8522","mdh-1","1k-DUXL-1",0
"8523","mdh-1","1k-DVE-1",1
"8524","mdh-1","1k-EGL-27",0
"8525","mdh-1","1k-F10B5.3",0
"8526","mdh-1","1k-F37D6.2",0
"8527","mdh-1","1k-F45C12.2",0
"8528","mdh-1","1k-F49E8.2",0
"8529","mdh-1","1k-FKH-10",0
"8530","mdh-1","1k-FOS-1",0
"8531","mdh-1","1k-HLH-30",1
"8532","mdh-1","1k-LIN-13",0
"8533","mdh-1","1k-LIN-15B",0
"8534","mdh-1","1k-LIN-39",0
"8535","mdh-1","1k-LIR-3",0
"8536","mdh-1","1k-LSY-2",1
"8537","mdh-1","1k-MDL-1",1
"8538","mdh-1","1k-MEP-1",1
"8539","mdh-1","1k-NHR-10",0
"8540","mdh-1","1k-NHR-102",0
"8541","mdh-1","1k-NHR-11",0
"8542","mdh-1","1k-NHR-116",0
"8543","mdh-1","1k-NHR-237",0
"8544","mdh-1","1k-NHR-25",1
"8545","mdh-1","1k-NHR-28",1
"8546","mdh-1","1k-NHR-48",1
"8547","mdh-1","1k-NHR-6",1
"8548","mdh-1","1k-NHR-76",0
"8549","mdh-1","1k-NHR-77",0
"8550","mdh-1","1k-PHA-4",0
"8551","mdh-1","1k-PQM-1",0
"8552","mdh-1","1k-R02D3.7",0
"8553","mdh-1","1k-R06F6.6",0
"8554","mdh-1","1k-RBR-2",0
"8555","mdh-1","1k-SKN-1",0
"8556","mdh-1","1k-SNPC-4",0
"8557","mdh-1","1k-SPR-1",0
"8558","mdh-1","1k-UNC-130",0
"8559","mdh-1","1k-UNC-39",0
"8560","mdh-1","1k-UNC-62",0
"8561","mdh-1","1k-ZAG-1",0
"8562","mdh-1","1k-ZFP-2",0
"8563","mdh-1","1k-ZIP-2",0
"8564","mdh-1","1k-ZK546.5",0
"8565","mdh-1","1k-ZTF-11",0
"8566","mdh-1","1k-ZTF-7",0
"8567","mdh-1","400-43252",0
"8568","mdh-1","400-AHA-1",1
"8569","mdh-1","400-C05D10.1",0
"8570","mdh-1","400-CEH-32",0
"8571","mdh-1","400-CEH-38",0
"8572","mdh-1","400-CES-1",0
"8573","mdh-1","400-CEY-2",1
"8574","mdh-1","400-DAF-16",1
"8575","mdh-1","400-DPL-1",0
"8576","mdh-1","400-DUXL-1",0
"8577","mdh-1","400-DVE-1",1
"8578","mdh-1","400-EGL-27",0
"8579","mdh-1","400-F10B5.3",0
"8580","mdh-1","400-F37D6.2",0
"8581","mdh-1","400-F45C12.2",0
"8582","mdh-1","400-F49E8.2",0
"8583","mdh-1","400-FKH-10",0
"8584","mdh-1","400-FOS-1",0
"8585","mdh-1","400-HLH-30",1
"8586","mdh-1","400-LIN-13",0
"8587","mdh-1","400-LIN-15B",0
"8588","mdh-1","400-LIN-39",0
"8589","mdh-1","400-LIR-3",0
"8590","mdh-1","400-LSY-2",1
"8591","mdh-1","400-MDL-1",1
"8592","mdh-1","400-MEP-1",1
"8593","mdh-1","400-NHR-10",0
"8594","mdh-1","400-NHR-102",0
"8595","mdh-1","400-NHR-11",0
"8596","mdh-1","400-NHR-116",0
"8597","mdh-1","400-NHR-237",0
"8598","mdh-1","400-NHR-25",1
"8599","mdh-1","400-NHR-28",1
"8600","mdh-1","400-NHR-48",1
"8601","mdh-1","400-NHR-6",1
"8602","mdh-1","400-NHR-76",0
"8603","mdh-1","400-NHR-77",0
"8604","mdh-1","400-PHA-4",0
"8605","mdh-1","400-PQM-1",0
"8606","mdh-1","400-R02D3.7",0
"8607","mdh-1","400-R06F6.6",0
"8608","mdh-1","400-RBR-2",0
"8609","mdh-1","400-SKN-1",0
"8610","mdh-1","400-SNPC-4",0
"8611","mdh-1","400-SPR-1",0
"8612","mdh-1","400-UNC-130",0
"8613","mdh-1","400-UNC-39",0
"8614","mdh-1","400-UNC-62",0
"8615","mdh-1","400-ZAG-1",0
"8616","mdh-1","400-ZFP-2",0
"8617","mdh-1","400-ZIP-2",0
"8618","mdh-1","400-ZK546.5",0
"8619","mdh-1","400-ZTF-11",0
"8620","mdh-1","400-ZTF-7",0
"8621","mdh-1","Total Instances of TFs binding within 1000",19
"8622","mdh-1","Total Instances of TFs binding within 400bp",12
"8623","mdh-1","Total number of TFs binding within 1000 bp of peak",12
"8624","mdh-1","Total number of TFs bound",12
"8625","mei-1","1k-43252",0
"8626","mei-1","1k-AHA-1",0
"8627","mei-1","1k-C05D10.1",0
"8628","mei-1","1k-CEH-32",0
"8629","mei-1","1k-CEH-38",0
"8630","mei-1","1k-CES-1",0
"8631","mei-1","1k-CEY-2",0
"8632","mei-1","1k-DAF-16",1
"8633","mei-1","1k-DPL-1",1
"8634","mei-1","1k-DUXL-1",0
"8635","mei-1","1k-DVE-1",0
"8636","mei-1","1k-EGL-27",0
"8637","mei-1","1k-F10B5.3",0
"8638","mei-1","1k-F37D6.2",1
"8639","mei-1","1k-F45C12.2",0
"8640","mei-1","1k-F49E8.2",0
"8641","mei-1","1k-FKH-10",1
"8642","mei-1","1k-FOS-1",0
"8643","mei-1","1k-HLH-30",1
"8644","mei-1","1k-LIN-13",0
"8645","mei-1","1k-LIN-15B",0
"8646","mei-1","1k-LIN-39",0
"8647","mei-1","1k-LIR-3",0
"8648","mei-1","1k-LSY-2",1
"8649","mei-1","1k-MDL-1",1
"8650","mei-1","1k-MEP-1",1
"8651","mei-1","1k-NHR-10",0
"8652","mei-1","1k-NHR-102",0
"8653","mei-1","1k-NHR-11",1
"8654","mei-1","1k-NHR-116",0
"8655","mei-1","1k-NHR-237",0
"8656","mei-1","1k-NHR-25",0
"8657","mei-1","1k-NHR-28",0
"8658","mei-1","1k-NHR-48",1
"8659","mei-1","1k-NHR-6",0
"8660","mei-1","1k-NHR-76",0
"8661","mei-1","1k-NHR-77",0
"8662","mei-1","1k-PHA-4",0
"8663","mei-1","1k-PQM-1",0
"8664","mei-1","1k-R02D3.7",0
"8665","mei-1","1k-R06F6.6",0
"8666","mei-1","1k-RBR-2",1
"8667","mei-1","1k-SKN-1",0
"8668","mei-1","1k-SNPC-4",0
"8669","mei-1","1k-SPR-1",0
"8670","mei-1","1k-UNC-130",0
"8671","mei-1","1k-UNC-39",0
"8672","mei-1","1k-UNC-62",1
"8673","mei-1","1k-ZAG-1",0
"8674","mei-1","1k-ZFP-2",0
"8675","mei-1","1k-ZIP-2",0
"8676","mei-1","1k-ZK546.5",0
"8677","mei-1","1k-ZTF-11",0
"8678","mei-1","1k-ZTF-7",1
"8679","mei-1","400-43252",0
"8680","mei-1","400-AHA-1",0
"8681","mei-1","400-C05D10.1",0
"8682","mei-1","400-CEH-32",0
"8683","mei-1","400-CEH-38",0
"8684","mei-1","400-CES-1",0
"8685","mei-1","400-CEY-2",0
"8686","mei-1","400-DAF-16",1
"8687","mei-1","400-DPL-1",1
"8688","mei-1","400-DUXL-1",0
"8689","mei-1","400-DVE-1",0
"8690","mei-1","400-EGL-27",0
"8691","mei-1","400-F10B5.3",0
"8692","mei-1","400-F37D6.2",1
"8693","mei-1","400-F45C12.2",0
"8694","mei-1","400-F49E8.2",0
"8695","mei-1","400-FKH-10",1
"8696","mei-1","400-FOS-1",0
"8697","mei-1","400-HLH-30",1
"8698","mei-1","400-LIN-13",0
"8699","mei-1","400-LIN-15B",0
"8700","mei-1","400-LIN-39",0
"8701","mei-1","400-LIR-3",0
"8702","mei-1","400-LSY-2",1
"8703","mei-1","400-MDL-1",1
"8704","mei-1","400-MEP-1",1
"8705","mei-1","400-NHR-10",0
"8706","mei-1","400-NHR-102",0
"8707","mei-1","400-NHR-11",1
"8708","mei-1","400-NHR-116",0
"8709","mei-1","400-NHR-237",0
"8710","mei-1","400-NHR-25",0
"8711","mei-1","400-NHR-28",0
"8712","mei-1","400-NHR-48",1
"8713","mei-1","400-NHR-6",0
"8714","mei-1","400-NHR-76",0
"8715","mei-1","400-NHR-77",0
"8716","mei-1","400-PHA-4",0
"8717","mei-1","400-PQM-1",0
"8718","mei-1","400-R02D3.7",0
"8719","mei-1","400-R06F6.6",0
"8720","mei-1","400-RBR-2",1
"8721","mei-1","400-SKN-1",0
"8722","mei-1","400-SNPC-4",0
"8723","mei-1","400-SPR-1",0
"8724","mei-1","400-UNC-130",0
"8725","mei-1","400-UNC-39",0
"8726","mei-1","400-UNC-62",1
"8727","mei-1","400-ZAG-1",0
"8728","mei-1","400-ZFP-2",0
"8729","mei-1","400-ZIP-2",0
"8730","mei-1","400-ZK546.5",0
"8731","mei-1","400-ZTF-11",0
"8732","mei-1","400-ZTF-7",1
"8733","mei-1","Total Instances of TFs binding within 1000",14
"8734","mei-1","Total Instances of TFs binding within 400bp",13
"8735","mei-1","Total number of TFs binding within 1000 bp of peak",13
"8736","mei-1","Total number of TFs bound",13
"8737","mmcm-1","1k-43252",0
"8738","mmcm-1","1k-AHA-1",1
"8739","mmcm-1","1k-C05D10.1",0
"8740","mmcm-1","1k-CEH-32",0
"8741","mmcm-1","1k-CEH-38",0
"8742","mmcm-1","1k-CES-1",0
"8743","mmcm-1","1k-CEY-2",0
"8744","mmcm-1","1k-DAF-16",3
"8745","mmcm-1","1k-DPL-1",0
"8746","mmcm-1","1k-DUXL-1",0
"8747","mmcm-1","1k-DVE-1",2
"8748","mmcm-1","1k-EGL-27",0
"8749","mmcm-1","1k-F10B5.3",0
"8750","mmcm-1","1k-F37D6.2",0
"8751","mmcm-1","1k-F45C12.2",0
"8752","mmcm-1","1k-F49E8.2",0
"8753","mmcm-1","1k-FKH-10",0
"8754","mmcm-1","1k-FOS-1",0
"8755","mmcm-1","1k-HLH-30",1
"8756","mmcm-1","1k-LIN-13",0
"8757","mmcm-1","1k-LIN-15B",0
"8758","mmcm-1","1k-LIN-39",0
"8759","mmcm-1","1k-LIR-3",0
"8760","mmcm-1","1k-LSY-2",1
"8761","mmcm-1","1k-MDL-1",0
"8762","mmcm-1","1k-MEP-1",1
"8763","mmcm-1","1k-NHR-10",0
"8764","mmcm-1","1k-NHR-102",0
"8765","mmcm-1","1k-NHR-11",1
"8766","mmcm-1","1k-NHR-116",0
"8767","mmcm-1","1k-NHR-237",0
"8768","mmcm-1","1k-NHR-25",0
"8769","mmcm-1","1k-NHR-28",2
"8770","mmcm-1","1k-NHR-48",0
"8771","mmcm-1","1k-NHR-6",0
"8772","mmcm-1","1k-NHR-76",0
"8773","mmcm-1","1k-NHR-77",1
"8774","mmcm-1","1k-PHA-4",0
"8775","mmcm-1","1k-PQM-1",0
"8776","mmcm-1","1k-R02D3.7",0
"8777","mmcm-1","1k-R06F6.6",0
"8778","mmcm-1","1k-RBR-2",1
"8779","mmcm-1","1k-SKN-1",0
"8780","mmcm-1","1k-SNPC-4",0
"8781","mmcm-1","1k-SPR-1",0
"8782","mmcm-1","1k-UNC-130",0
"8783","mmcm-1","1k-UNC-39",0
"8784","mmcm-1","1k-UNC-62",0
"8785","mmcm-1","1k-ZAG-1",0
"8786","mmcm-1","1k-ZFP-2",0
"8787","mmcm-1","1k-ZIP-2",0
"8788","mmcm-1","1k-ZK546.5",0
"8789","mmcm-1","1k-ZTF-11",0
"8790","mmcm-1","1k-ZTF-7",0
"8791","mmcm-1","400-43252",0
"8792","mmcm-1","400-AHA-1",1
"8793","mmcm-1","400-C05D10.1",0
"8794","mmcm-1","400-CEH-32",0
"8795","mmcm-1","400-CEH-38",0
"8796","mmcm-1","400-CES-1",0
"8797","mmcm-1","400-CEY-2",0
"8798","mmcm-1","400-DAF-16",3
"8799","mmcm-1","400-DPL-1",0
"8800","mmcm-1","400-DUXL-1",0
"8801","mmcm-1","400-DVE-1",2
"8802","mmcm-1","400-EGL-27",0
"8803","mmcm-1","400-F10B5.3",0
"8804","mmcm-1","400-F37D6.2",0
"8805","mmcm-1","400-F45C12.2",0
"8806","mmcm-1","400-F49E8.2",0
"8807","mmcm-1","400-FKH-10",0
"8808","mmcm-1","400-FOS-1",0
"8809","mmcm-1","400-HLH-30",1
"8810","mmcm-1","400-LIN-13",0
"8811","mmcm-1","400-LIN-15B",0
"8812","mmcm-1","400-LIN-39",0
"8813","mmcm-1","400-LIR-3",0
"8814","mmcm-1","400-LSY-2",1
"8815","mmcm-1","400-MDL-1",0
"8816","mmcm-1","400-MEP-1",1
"8817","mmcm-1","400-NHR-10",0
"8818","mmcm-1","400-NHR-102",0
"8819","mmcm-1","400-NHR-11",1
"8820","mmcm-1","400-NHR-116",0
"8821","mmcm-1","400-NHR-237",0
"8822","mmcm-1","400-NHR-25",0
"8823","mmcm-1","400-NHR-28",2
"8824","mmcm-1","400-NHR-48",0
"8825","mmcm-1","400-NHR-6",0
"8826","mmcm-1","400-NHR-76",0
"8827","mmcm-1","400-NHR-77",1
"8828","mmcm-1","400-PHA-4",0
"8829","mmcm-1","400-PQM-1",0
"8830","mmcm-1","400-R02D3.7",0
"8831","mmcm-1","400-R06F6.6",0
"8832","mmcm-1","400-RBR-2",1
"8833","mmcm-1","400-SKN-1",0
"8834","mmcm-1","400-SNPC-4",0
"8835","mmcm-1","400-SPR-1",0
"8836","mmcm-1","400-UNC-130",0
"8837","mmcm-1","400-UNC-39",0
"8838","mmcm-1","400-UNC-62",0
"8839","mmcm-1","400-ZAG-1",0
"8840","mmcm-1","400-ZFP-2",0
"8841","mmcm-1","400-ZIP-2",0
"8842","mmcm-1","400-ZK546.5",0
"8843","mmcm-1","400-ZTF-11",0
"8844","mmcm-1","400-ZTF-7",0
"8845","mmcm-1","Total Instances of TFs binding within 1000",16
"8846","mmcm-1","Total Instances of TFs binding within 400bp",14
"8847","mmcm-1","Total number of TFs binding within 1000 bp of peak",13
"8848","mmcm-1","Total number of TFs bound",13
"8849","mom-2","1k-43252",1
"8850","mom-2","1k-AHA-1",0
"8851","mom-2","1k-C05D10.1",0
"8852","mom-2","1k-CEH-32",1
"8853","mom-2","1k-CEH-38",0
"8854","mom-2","1k-CES-1",0
"8855","mom-2","1k-CEY-2",0
"8856","mom-2","1k-DAF-16",3
"8857","mom-2","1k-DPL-1",1
"8858","mom-2","1k-DUXL-1",1
"8859","mom-2","1k-DVE-1",1
"8860","mom-2","1k-EGL-27",0
"8861","mom-2","1k-F10B5.3",2
"8862","mom-2","1k-F37D6.2",1
"8863","mom-2","1k-F45C12.2",0
"8864","mom-2","1k-F49E8.2",2
"8865","mom-2","1k-FKH-10",0
"8866","mom-2","1k-FOS-1",0
"8867","mom-2","1k-HLH-30",1
"8868","mom-2","1k-LIN-13",1
"8869","mom-2","1k-LIN-15B",0
"8870","mom-2","1k-LIN-39",0
"8871","mom-2","1k-LIR-3",1
"8872","mom-2","1k-LSY-2",2
"8873","mom-2","1k-MDL-1",0
"8874","mom-2","1k-MEP-1",1
"8875","mom-2","1k-NHR-10",0
"8876","mom-2","1k-NHR-102",2
"8877","mom-2","1k-NHR-11",1
"8878","mom-2","1k-NHR-116",0
"8879","mom-2","1k-NHR-237",0
"8880","mom-2","1k-NHR-25",1
"8881","mom-2","1k-NHR-28",1
"8882","mom-2","1k-NHR-48",2
"8883","mom-2","1k-NHR-6",1
"8884","mom-2","1k-NHR-76",0
"8885","mom-2","1k-NHR-77",0
"8886","mom-2","1k-PHA-4",0
"8887","mom-2","1k-PQM-1",1
"8888","mom-2","1k-R02D3.7",0
"8889","mom-2","1k-R06F6.6",0
"8890","mom-2","1k-RBR-2",1
"8891","mom-2","1k-SKN-1",0
"8892","mom-2","1k-SNPC-4",1
"8893","mom-2","1k-SPR-1",2
"8894","mom-2","1k-UNC-130",1
"8895","mom-2","1k-UNC-39",0
"8896","mom-2","1k-UNC-62",1
"8897","mom-2","1k-ZAG-1",0
"8898","mom-2","1k-ZFP-2",0
"8899","mom-2","1k-ZIP-2",1
"8900","mom-2","1k-ZK546.5",0
"8901","mom-2","1k-ZTF-11",0
"8902","mom-2","1k-ZTF-7",1
"8903","mom-2","400-43252",1
"8904","mom-2","400-AHA-1",0
"8905","mom-2","400-C05D10.1",0
"8906","mom-2","400-CEH-32",1
"8907","mom-2","400-CEH-38",0
"8908","mom-2","400-CES-1",0
"8909","mom-2","400-CEY-2",0
"8910","mom-2","400-DAF-16",3
"8911","mom-2","400-DPL-1",1
"8912","mom-2","400-DUXL-1",1
"8913","mom-2","400-DVE-1",1
"8914","mom-2","400-EGL-27",0
"8915","mom-2","400-F10B5.3",2
"8916","mom-2","400-F37D6.2",1
"8917","mom-2","400-F45C12.2",0
"8918","mom-2","400-F49E8.2",2
"8919","mom-2","400-FKH-10",0
"8920","mom-2","400-FOS-1",0
"8921","mom-2","400-HLH-30",1
"8922","mom-2","400-LIN-13",1
"8923","mom-2","400-LIN-15B",0
"8924","mom-2","400-LIN-39",0
"8925","mom-2","400-LIR-3",1
"8926","mom-2","400-LSY-2",2
"8927","mom-2","400-MDL-1",0
"8928","mom-2","400-MEP-1",1
"8929","mom-2","400-NHR-10",0
"8930","mom-2","400-NHR-102",2
"8931","mom-2","400-NHR-11",1
"8932","mom-2","400-NHR-116",0
"8933","mom-2","400-NHR-237",0
"8934","mom-2","400-NHR-25",1
"8935","mom-2","400-NHR-28",1
"8936","mom-2","400-NHR-48",2
"8937","mom-2","400-NHR-6",1
"8938","mom-2","400-NHR-76",0
"8939","mom-2","400-NHR-77",0
"8940","mom-2","400-PHA-4",0
"8941","mom-2","400-PQM-1",1
"8942","mom-2","400-R02D3.7",0
"8943","mom-2","400-R06F6.6",0
"8944","mom-2","400-RBR-2",1
"8945","mom-2","400-SKN-1",0
"8946","mom-2","400-SNPC-4",1
"8947","mom-2","400-SPR-1",2
"8948","mom-2","400-UNC-130",1
"8949","mom-2","400-UNC-39",0
"8950","mom-2","400-UNC-62",1
"8951","mom-2","400-ZAG-1",0
"8952","mom-2","400-ZFP-2",0
"8953","mom-2","400-ZIP-2",1
"8954","mom-2","400-ZK546.5",0
"8955","mom-2","400-ZTF-11",0
"8956","mom-2","400-ZTF-7",1
"8957","mom-2","Total Instances of TFs binding within 1000",36
"8958","mom-2","Total Instances of TFs binding within 400bp",36
"8959","mom-2","Total number of TFs binding within 1000 bp of peak",28
"8960","mom-2","Total number of TFs bound",28
"8961","mpst-2","1k-43252",0
"8962","mpst-2","1k-AHA-1",0
"8963","mpst-2","1k-C05D10.1",0
"8964","mpst-2","1k-CEH-32",0
"8965","mpst-2","1k-CEH-38",0
"8966","mpst-2","1k-CES-1",0
"8967","mpst-2","1k-CEY-2",0
"8968","mpst-2","1k-DAF-16",1
"8969","mpst-2","1k-DPL-1",0
"8970","mpst-2","1k-DUXL-1",0
"8971","mpst-2","1k-DVE-1",1
"8972","mpst-2","1k-EGL-27",0
"8973","mpst-2","1k-F10B5.3",0
"8974","mpst-2","1k-F37D6.2",0
"8975","mpst-2","1k-F45C12.2",0
"8976","mpst-2","1k-F49E8.2",0
"8977","mpst-2","1k-FKH-10",0
"8978","mpst-2","1k-FOS-1",0
"8979","mpst-2","1k-HLH-30",1
"8980","mpst-2","1k-LIN-13",0
"8981","mpst-2","1k-LIN-15B",0
"8982","mpst-2","1k-LIN-39",0
"8983","mpst-2","1k-LIR-3",0
"8984","mpst-2","1k-LSY-2",0
"8985","mpst-2","1k-MDL-1",0
"8986","mpst-2","1k-MEP-1",0
"8987","mpst-2","1k-NHR-10",0
"8988","mpst-2","1k-NHR-102",0
"8989","mpst-2","1k-NHR-11",0
"8990","mpst-2","1k-NHR-116",0
"8991","mpst-2","1k-NHR-237",0
"8992","mpst-2","1k-NHR-25",0
"8993","mpst-2","1k-NHR-28",1
"8994","mpst-2","1k-NHR-48",1
"8995","mpst-2","1k-NHR-6",1
"8996","mpst-2","1k-NHR-76",0
"8997","mpst-2","1k-NHR-77",1
"8998","mpst-2","1k-PHA-4",0
"8999","mpst-2","1k-PQM-1",1
"9000","mpst-2","1k-R02D3.7",0
"9001","mpst-2","1k-R06F6.6",0
"9002","mpst-2","1k-RBR-2",0
"9003","mpst-2","1k-SKN-1",0
"9004","mpst-2","1k-SNPC-4",0
"9005","mpst-2","1k-SPR-1",0
"9006","mpst-2","1k-UNC-130",0
"9007","mpst-2","1k-UNC-39",0
"9008","mpst-2","1k-UNC-62",1
"9009","mpst-2","1k-ZAG-1",0
"9010","mpst-2","1k-ZFP-2",0
"9011","mpst-2","1k-ZIP-2",0
"9012","mpst-2","1k-ZK546.5",0
"9013","mpst-2","1k-ZTF-11",0
"9014","mpst-2","1k-ZTF-7",0
"9015","mpst-2","400-43252",0
"9016","mpst-2","400-AHA-1",0
"9017","mpst-2","400-C05D10.1",0
"9018","mpst-2","400-CEH-32",0
"9019","mpst-2","400-CEH-38",0
"9020","mpst-2","400-CES-1",0
"9021","mpst-2","400-CEY-2",0
"9022","mpst-2","400-DAF-16",1
"9023","mpst-2","400-DPL-1",0
"9024","mpst-2","400-DUXL-1",0
"9025","mpst-2","400-DVE-1",1
"9026","mpst-2","400-EGL-27",0
"9027","mpst-2","400-F10B5.3",0
"9028","mpst-2","400-F37D6.2",0
"9029","mpst-2","400-F45C12.2",0
"9030","mpst-2","400-F49E8.2",0
"9031","mpst-2","400-FKH-10",0
"9032","mpst-2","400-FOS-1",0
"9033","mpst-2","400-HLH-30",1
"9034","mpst-2","400-LIN-13",0
"9035","mpst-2","400-LIN-15B",0
"9036","mpst-2","400-LIN-39",0
"9037","mpst-2","400-LIR-3",0
"9038","mpst-2","400-LSY-2",0
"9039","mpst-2","400-MDL-1",0
"9040","mpst-2","400-MEP-1",0
"9041","mpst-2","400-NHR-10",0
"9042","mpst-2","400-NHR-102",0
"9043","mpst-2","400-NHR-11",0
"9044","mpst-2","400-NHR-116",0
"9045","mpst-2","400-NHR-237",0
"9046","mpst-2","400-NHR-25",0
"9047","mpst-2","400-NHR-28",1
"9048","mpst-2","400-NHR-48",1
"9049","mpst-2","400-NHR-6",1
"9050","mpst-2","400-NHR-76",0
"9051","mpst-2","400-NHR-77",1
"9052","mpst-2","400-PHA-4",0
"9053","mpst-2","400-PQM-1",1
"9054","mpst-2","400-R02D3.7",0
"9055","mpst-2","400-R06F6.6",0
"9056","mpst-2","400-RBR-2",0
"9057","mpst-2","400-SKN-1",0
"9058","mpst-2","400-SNPC-4",0
"9059","mpst-2","400-SPR-1",0
"9060","mpst-2","400-UNC-130",0
"9061","mpst-2","400-UNC-39",0
"9062","mpst-2","400-UNC-62",1
"9063","mpst-2","400-ZAG-1",0
"9064","mpst-2","400-ZFP-2",0
"9065","mpst-2","400-ZIP-2",0
"9066","mpst-2","400-ZK546.5",0
"9067","mpst-2","400-ZTF-11",0
"9068","mpst-2","400-ZTF-7",0
"9069","mpst-2","Total Instances of TFs binding within 1000",9
"9070","mpst-2","Total Instances of TFs binding within 400bp",9
"9071","mpst-2","Total number of TFs binding within 1000 bp of peak",9
"9072","mpst-2","Total number of TFs bound",9
"9073","mpst-3","1k-43252",0
"9074","mpst-3","1k-AHA-1",0
"9075","mpst-3","1k-C05D10.1",0
"9076","mpst-3","1k-CEH-32",0
"9077","mpst-3","1k-CEH-38",0
"9078","mpst-3","1k-CES-1",0
"9079","mpst-3","1k-CEY-2",0
"9080","mpst-3","1k-DAF-16",1
"9081","mpst-3","1k-DPL-1",0
"9082","mpst-3","1k-DUXL-1",0
"9083","mpst-3","1k-DVE-1",1
"9084","mpst-3","1k-EGL-27",0
"9085","mpst-3","1k-F10B5.3",0
"9086","mpst-3","1k-F37D6.2",0
"9087","mpst-3","1k-F45C12.2",0
"9088","mpst-3","1k-F49E8.2",0
"9089","mpst-3","1k-FKH-10",0
"9090","mpst-3","1k-FOS-1",0
"9091","mpst-3","1k-HLH-30",1
"9092","mpst-3","1k-LIN-13",0
"9093","mpst-3","1k-LIN-15B",0
"9094","mpst-3","1k-LIN-39",0
"9095","mpst-3","1k-LIR-3",0
"9096","mpst-3","1k-LSY-2",0
"9097","mpst-3","1k-MDL-1",0
"9098","mpst-3","1k-MEP-1",0
"9099","mpst-3","1k-NHR-10",0
"9100","mpst-3","1k-NHR-102",0
"9101","mpst-3","1k-NHR-11",0
"9102","mpst-3","1k-NHR-116",0
"9103","mpst-3","1k-NHR-237",0
"9104","mpst-3","1k-NHR-25",0
"9105","mpst-3","1k-NHR-28",1
"9106","mpst-3","1k-NHR-48",1
"9107","mpst-3","1k-NHR-6",1
"9108","mpst-3","1k-NHR-76",0
"9109","mpst-3","1k-NHR-77",1
"9110","mpst-3","1k-PHA-4",0
"9111","mpst-3","1k-PQM-1",1
"9112","mpst-3","1k-R02D3.7",0
"9113","mpst-3","1k-R06F6.6",0
"9114","mpst-3","1k-RBR-2",0
"9115","mpst-3","1k-SKN-1",0
"9116","mpst-3","1k-SNPC-4",0
"9117","mpst-3","1k-SPR-1",0
"9118","mpst-3","1k-UNC-130",0
"9119","mpst-3","1k-UNC-39",0
"9120","mpst-3","1k-UNC-62",1
"9121","mpst-3","1k-ZAG-1",0
"9122","mpst-3","1k-ZFP-2",0
"9123","mpst-3","1k-ZIP-2",0
"9124","mpst-3","1k-ZK546.5",0
"9125","mpst-3","1k-ZTF-11",0
"9126","mpst-3","1k-ZTF-7",0
"9127","mpst-3","400-43252",0
"9128","mpst-3","400-AHA-1",0
"9129","mpst-3","400-C05D10.1",0
"9130","mpst-3","400-CEH-32",0
"9131","mpst-3","400-CEH-38",0
"9132","mpst-3","400-CES-1",0
"9133","mpst-3","400-CEY-2",0
"9134","mpst-3","400-DAF-16",1
"9135","mpst-3","400-DPL-1",0
"9136","mpst-3","400-DUXL-1",0
"9137","mpst-3","400-DVE-1",1
"9138","mpst-3","400-EGL-27",0
"9139","mpst-3","400-F10B5.3",0
"9140","mpst-3","400-F37D6.2",0
"9141","mpst-3","400-F45C12.2",0
"9142","mpst-3","400-F49E8.2",0
"9143","mpst-3","400-FKH-10",0
"9144","mpst-3","400-FOS-1",0
"9145","mpst-3","400-HLH-30",1
"9146","mpst-3","400-LIN-13",0
"9147","mpst-3","400-LIN-15B",0
"9148","mpst-3","400-LIN-39",0
"9149","mpst-3","400-LIR-3",0
"9150","mpst-3","400-LSY-2",0
"9151","mpst-3","400-MDL-1",0
"9152","mpst-3","400-MEP-1",0
"9153","mpst-3","400-NHR-10",0
"9154","mpst-3","400-NHR-102",0
"9155","mpst-3","400-NHR-11",0
"9156","mpst-3","400-NHR-116",0
"9157","mpst-3","400-NHR-237",0
"9158","mpst-3","400-NHR-25",0
"9159","mpst-3","400-NHR-28",1
"9160","mpst-3","400-NHR-48",1
"9161","mpst-3","400-NHR-6",1
"9162","mpst-3","400-NHR-76",0
"9163","mpst-3","400-NHR-77",1
"9164","mpst-3","400-PHA-4",0
"9165","mpst-3","400-PQM-1",1
"9166","mpst-3","400-R02D3.7",0
"9167","mpst-3","400-R06F6.6",0
"9168","mpst-3","400-RBR-2",0
"9169","mpst-3","400-SKN-1",0
"9170","mpst-3","400-SNPC-4",0
"9171","mpst-3","400-SPR-1",0
"9172","mpst-3","400-UNC-130",0
"9173","mpst-3","400-UNC-39",0
"9174","mpst-3","400-UNC-62",1
"9175","mpst-3","400-ZAG-1",0
"9176","mpst-3","400-ZFP-2",0
