"","logFC","logCPM","LR","PValue","FDR"
"WBGene00077629",2.23790927110917,-2.88869440546306,7.86242351147321,0.00504726953981617,0.0351664554982101
"WBGene00195802",2.23780122335396,-3.5822267813285,7.84799615913615,0.0050877068158654,0.0354121469830448
"WBGene00009255",-2.23764218221722,1.7212679618687,9.96755290806157,0.00159323107661549,0.0145526447423929
"WBGene00011012",2.23516270277055,1.01502352504961,15.3415429422357,8.97216501271675e-05,0.00141972842325503
"WBGene00013963",2.23464599324198,4.37001069108176,227.328852741223,2.27976332781204e-51,8.66785015261868e-49
"WBGene00016693",2.23448110534995,-2.99107872369967,15.7933023463268,7.06521695883996e-05,0.00115676025268088
"WBGene00010234",2.23436301669339,1.31824830773809,44.3329981462834,2.77007353128823e-11,1.48979887856612e-09
"WBGene00020394",-2.23430218967494,2.87373713481503,17.5138949895008,2.8521560231506e-05,0.000529699939849035
"WBGene00011293",2.23267753419791,2.16718978974438,102.889001124094,3.54462116327312e-24,4.555587058432e-22
"WBGene00077582",-2.23160657224033,-2.47929565987425,13.3528531509447,0.000258029757661758,0.00342061240483808
"WBGene00019700",2.23110828337486,-3.428054196936,4.27780526916694,0.0386131762646235,0.157016592430789
"WBGene00011797",-2.23082638321829,-2.92837256778883,7.11920746064202,0.00762624118256064,0.048239701148773
"WBGene00219691",-2.23019661050139,-3.02541750674094,9.37097684774473,0.00220448008575857,0.0186719190432057
"WBGene00015839",-2.22962793133123,-2.4523236744323,11.4687914965179,0.00070774689305542,0.00769748557703303
"WBGene00219786",-2.228016440271,-3.89561186639239,2.3505219337856,0.125241068705669,0.338213895217291
"WBGene00020778",2.22771479737193,-0.680518881111757,17.7488853602456,2.5206513547364e-05,0.000475553623955265
"WBGene00197183",-2.22721475597884,-3.98941249013512,2.35905063229968,0.124557971479366,0.336900945484403
"WBGene00174173",-2.22650101335494,-3.99062714387404,2.36654745547122,0.123960937220248,0.335807692816187
"WBGene00044719",2.22329115173938,-1.03202124696361,19.4157597419126,1.05135888077993e-05,0.000222762765954726
"WBGene00017133",-2.22024168211081,1.54969764738989,65.4712900167788,5.89667655435013e-16,4.78995610312566e-14
"WBGene00015118",2.21829864014559,-2.0751776080456,30.2987336973645,3.7036762097862e-08,1.31672904211555e-06
"WBGene00019815",2.21750085786194,-3.46077336240463,6.40841700868167,0.0113580630395125,0.0652796505787644
"WBGene00012661",-2.21638320305624,-2.62158621101775,13.4220780122641,0.000248680071304312,0.00332487239227674
"WBGene00045055",-2.21546663832762,-3.96330527902718,2.47199373904211,0.115890838293167,0.324352552301859
"WBGene00018645",2.21500099875285,3.19862362684728,25.1531255931888,5.29537587166375e-07,1.5074435365506e-05
"WBGene00010939",-2.21208715753856,-3.68997575061902,2.59224584755202,0.107387968624799,0.312639119547366
"WBGene00004149",-2.21117250198637,-1.54850404330318,29.0964984429794,6.88613309060123e-08,2.32152578023656e-06
"WBGene00015535",2.20684753861705,-1.81874913753211,21.9759445251852,2.76089264446384e-06,6.82124874929581e-05
"WBGene00019438",-2.20670009193685,-3.75671293666763,3.01861849332117,0.0823135591389451,0.265214734403193
"WBGene00044922",-2.2058467430554,2.66389091974223,15.5887094255016,7.87232639708181e-05,0.00126470032347485
"WBGene00017455",-2.20299919972283,-3.78549634650854,2.7234680208364,0.0988829592011336,0.294477646443462
"WBGene00049392",-2.20212461152676,-3.85229396844644,2.80870128314622,0.0937542472451512,0.284158826210807
"WBGene00009397",2.20205875946198,4.50444286976584,229.332125519526,8.33673069614017e-52,3.21433806770193e-49
"WBGene00010659",2.19564863458021,2.87974105348498,102.81252348771,3.68413217308731e-24,4.69084270875652e-22
"WBGene00048978",-2.19014776573715,-3.85139942504034,2.83858428438051,0.092025260821465,0.281551875852799
"WBGene00019044",2.18708870610695,-1.97181271620581,12.7402691524112,0.000357866190215533,0.00445273979771818
"WBGene00014714",-2.18582161997148,-2.58236699968545,14.7614053620985,0.000122007273949844,0.00184425683289729
